id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-let-7a-2-3p,21.54463766441006,0.28679916628713065,0.26803939220104794,1.069988869665887,0.2846243187262619,0.9956251936535391
hsa-let-7a-3p,1490.3906243790755,0.008920367686330045,0.14493056376527033,0.06154925127302672,0.9509217918819738,0.9956251936535391
hsa-let-7a-5p/7c-5p,660391.2735835257,0.07167603565812243,0.14777584202359467,0.4850321586844909,0.6276535338748479,0.9956251936535391
hsa-let-7b-3p,505.47643648316165,-0.05069899097512932,0.192336990874722,-0.2635945937625276,0.7920923247917897,0.9956251936535391
hsa-let-7b-5p,353944.57059730584,-0.06321542628158544,0.12868449591999712,-0.4912435319394369,0.6232542131319205,0.9956251936535391
hsa-let-7c-3p,152.35801797059136,0.33366237122117387,0.22621048288830073,1.4750084388703208,0.14021027465121963,0.9956251936535391
hsa-let-7d-3p,458.52611823585147,-0.01287602440108884,0.1314401246486802,-0.09796113961018013,0.9219631509981708,0.9956251936535391
hsa-let-7d-5p,16008.719259333877,-0.09193843101509588,0.142692645976362,-0.6443109270699634,0.5193738312997318,0.9956251936535391
hsa-let-7e-3p,142.05486089904576,0.01402434612756375,0.18116563005543815,0.07741173711190244,0.9382960039373397,0.9956251936535391
hsa-let-7e-5p,31924.05715330991,0.17808965872857166,0.1684885082146876,1.0569840080823214,0.2905188859853948,0.9956251936535391
hsa-let-7f-1-3p,127.04386356497501,0.031066354599217257,0.22095655152939395,0.14059938202413738,0.8881864364614792,0.9956251936535391
hsa-let-7f-2-3p,135.51766719177755,-0.10875864039558135,0.5980599489894347,-0.18185240556461785,0.8556985564438018,0.9956251936535391
hsa-let-7f-5p,320293.502066815,0.1406787337913213,0.1205621595071159,1.1668564528575656,0.24326834451477541,0.9956251936535391
hsa-let-7g-3p,133.66355940093203,0.09209155628477665,0.19467842598016258,0.47304448770384366,0.6361814401706254,0.9956251936535391
hsa-let-7g-5p,54084.91914098332,0.034440073677326474,0.110830357184888,0.31074585115586423,0.7559938374415853,0.9956251936535391
hsa-let-7i-3p,896.0455922600553,0.10681072929276879,0.1598346633137128,0.668257604942226,0.5039691702469797,0.9956251936535391
hsa-let-7i-5p,168008.5350305209,0.1206158222158443,0.09866637744868874,1.2224612409487754,0.22153325247025837,0.9956251936535391
hsa-miR-1-3p,4810.47780472733,0.016117832904269647,0.3394896665163373,0.04747665244030044,0.9621333380013474,0.9956251936535391
hsa-miR-1-5p,1.3132029642032612,-0.30652812963707954,1.4130072164961736,-0.21693316641168733,0.8282604299482548,0.9956251936535391
hsa-miR-100-3p,176.47606326930986,0.38896366674710275,0.2842575600805843,1.36834941746786,0.17120272924824895,0.9956251936535391
hsa-miR-100-5p,28140.737056861653,-0.536979207663775,0.21519720471372586,-2.4952889531168014,0.012585459711567415,0.9956251936535391
hsa-miR-101-2-5p,6.562711747498073,0.16495601256272824,0.37307296435112125,0.44215482847874843,0.6583771710369208,0.9956251936535391
hsa-miR-101-3p,121057.48845926375,0.19779465740012533,0.1910448662644265,1.0353309213049275,0.3005143939874496,0.9956251936535391
hsa-miR-101-5p,139.02134058212562,0.10535056520208746,0.19855716895074818,0.5305805162251257,0.5957095002502331,0.9956251936535391
hsa-miR-10226,0.0,,,,,
hsa-miR-10392-3p,0.0,,,,,
hsa-miR-10392-5p,0.543164425705546,1.2375235328678869,2.868570163771053,0.4314077962942434,0.6661718821103603,0.9956251936535391
hsa-miR-10393-3p,0.04534869336467505,0.20807040986628028,3.132394854443648,0.0664253453140205,0.9470391921180766,0.9956251936535391
hsa-miR-10393-5p,0.0,,,,,
hsa-miR-10394-3p,0.1806649067907496,0.8263622177739605,3.132394854443648,0.263811638115059,0.7919250662614803,0.9956251936535391
hsa-miR-10394-5p,0.18092356554458786,-0.30716825929137814,3.132394854443648,-0.09806179411118175,0.9218832251430806,0.9956251936535391
