id,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-10394-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10395-3p,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-10395-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10396a-3p/10396b-3p,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10396a-5p/10396b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10397-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10397-5p,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10398-3p,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10398-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10399-3p,262,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,156,0
hsa-miR-10399-5p,82,81,25,76,53,91,90,71,14,56,64,59,69,42,81,68,98,74,68,28,30,44
hsa-miR-103a-1-5p/103a-2-5p,19,133,0,0,0,11,6,38,0,34,6,0,3,7,4,0,4,9,0,3,12,0
hsa-miR-103a-3p/107,224746,159655,213084,307374,177710,326281,454421,300918,97474,203535,299464,283588,277204,258762,424050,352628,275298,287890,240165,330750,226721,174567
hsa-miR-103b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10400-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10400-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10401-3p,35,41,46,70,36,24,23,27,51,31,42,12,21,21,24,41,12,47,17,11,51,54
hsa-miR-10401-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-105-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10522-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10523-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10524-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10525-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10526-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-10527-5p,136,75,197,202,125,117,146,151,176,292,155,139,122,152,188,176,154,69,169,143,322,201
hsa-miR-106a-3p,10,23,5,18,3,20,0,9,0,5,10,10,0,11,6,0,2,16,4,6,3,21
hsa-miR-106a-5p/17-5p,10828,50642,6168,6422,4391,7435,8372,27155,5108,22440,10877,8046,7593,6509,10656,7629,6791,5956,7431,7865,10561,6620
hsa-miR-106b-3p,6215,1806,11009,12106,5999,7852,13874,4033,11342,4898,10768,13348,14321,14646,11009,13329,9847,20766,12016,15840,8038,11708
hsa-miR-106b-5p,694,2696,415,229,268,379,369,1586,552,1461,594,522,436,373,568,302,317,303,375,338,508,487
hsa-miR-10a-3p,134,113,96,154,86,142,262,247,33,166,130,162,138,139,327,208,127,125,299,310,132,108
hsa-miR-10a-5p,5786,6053,3016,10970,4321,6809,7591,13322,2815,7677,4934,4484,5063,5409,10958,6196,4595,5964,7454,7183,4292,5341
hsa-miR-10b-3p,11,0,16,18,33,0,20,21,35,21,26,16,18,18,7,47,6,12,20,30,38,21
hsa-miR-10b-5p,758,624,681,554,423,607,840,1063,1656,1184,756,341,868,1035,705,712,666,858,915,492,929,852
hsa-miR-11181-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-11181-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-11399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-11400,0,6339,0,4855,1788,0,0,0,834,0,0,5485,0,4284,0,4093,0,0,8946,702,0,0
hsa-miR-11401,0,4,24,0,9,0,20,9,22,41,24,26,7,101,22,19,48,4,60,3,0,21
hsa-miR-1178-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1178-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1179-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1179-5p,293,364,152,228,197,386,293,312,106,266,395,183,388,319,304,266,190,230,326,304,174,160
hsa-miR-1180-3p,130,8,490,135,120,49,114,56,1233,136,116,214,222,291,43,227,57,241,108,64,700,511
hsa-miR-1180-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1181-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1181-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1185-1-3p/1185-2-3p,192,139,85,218,422,235,789,205,13,435,278,467,43,432,614,635,741,159,228,381,585,54
hsa-miR-1185-5p,28,38,2,24,18,18,49,33,0,34,41,27,10,21,34,15,64,18,19,35,8,10
hsa-miR-1193-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1193-5p,4,0,0,11,19,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0
hsa-miR-1197,34,41,7,17,25,39,32,22,0,25,35,8,6,32,23,9,60,27,8,6,17,14
hsa-miR-1199-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1199-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1207-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1207-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12114,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-12136,119,149,204,212,334,82,139,203,279,241,233,111,157,573,195,128,211,127,86,96,432,357
hsa-miR-122-3p,24,0,0,7,7,6,3,6,0,11,11,0,0,3,0,4,0,0,5,2,0,0
hsa-miR-122-5p,54095,12314,37676,34654,66282,44370,192411,22563,46490,101086,42402,34364,75346,113519,9064,128661,3219,14283,23363,34463,120806,17757
hsa-miR-1224-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1224-5p,0,3,22,29,37,0,0,0,162,12,20,21,38,66,0,13,15,27,29,0,59,137
hsa-miR-1225-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
hsa-miR-1225-5p,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,5,17,9,0,0
hsa-miR-1226-3p,88,0,120,133,161,102,120,166,0,104,133,101,85,90,104,132,60,60,80,78,0,102
hsa-miR-1226-5p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1227-3p,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
hsa-miR-1227-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1228-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1228-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1229-3p,65,0,31,102,127,48,50,60,66,74,0,34,0,61,56,71,39,45,32,21,126,0
hsa-miR-1229-5p,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
hsa-miR-122b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-122b-5p,0,0,0,0,0,0,14,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0
hsa-miR-1231-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1231-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1233-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1233-5p,0,0,0,0,0,0,3,0,0,15,13,9,0,14,0,2,0,0,0,0,0,4
hsa-miR-1234-3p,0,0,5,0,6,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,3
hsa-miR-1236-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1236-5p,0,0,11,0,0,0,0,0,0,0,15,3,18,11,0,0,5,0,5,2,0,16
hsa-miR-1237-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
hsa-miR-1237-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1238-3p,12,0,6,12,18,8,11,0,18,5,15,0,0,12,10,0,11,3,3,13,15,0
hsa-miR-1238-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-124-3p,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-124-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-1245a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1245b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1245b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1246,37,8,84,15,100,22,74,55,90,58,50,36,94,58,32,77,54,42,97,59,159,39
hsa-miR-1247-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1247-5p,0,0,18,0,14,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5
hsa-miR-1248,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-1249-3p,110,26,20,210,271,120,73,109,13,88,41,18,45,13,53,73,37,36,24,31,116,155
hsa-miR-1249-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1250-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1250-5p,57,64,57,77,46,129,69,69,0,42,72,31,98,45,74,42,103,43,45,108,55,51
hsa-miR-1251-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1251-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1252-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1252-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1255a,97,117,117,81,68,191,300,237,65,199,119,120,178,197,4,165,79,205,104,79,148,18
hsa-miR-1255b-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-1255b-5p,123,137,463,188,51,100,110,117,659,251,159,315,202,313,152,125,103,135,203,121,294,321
hsa-miR-1256-3p,46,92,48,38,42,63,78,60,0,44,39,51,48,57,72,53,47,57,32,39,64,46
hsa-miR-1256-5p,9,31,5,6,0,5,7,26,4,9,4,4,0,5,14,8,3,11,2,11,11,0
hsa-miR-1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1258,0,0,12,0,15,0,7,0,0,0,15,0,18,0,7,14,18,4,22,17,0,18
hsa-miR-125a-3p,32,85,92,84,44,43,40,27,94,126,52,102,62,104,67,64,49,46,95,75,85,86
hsa-miR-125a-5p,19513,18523,25643,31772,13591,21226,22835,33188,19868,41298,16750,24347,20806,29580,34591,21977,18733,10203,24932,28157,31222,22022
hsa-miR-125b-1-3p,0,0,18,0,0,0,8,0,0,0,9,5,0,0,12,0,16,0,0,0,0,0
hsa-miR-125b-2-3p,29,19,27,71,25,55,142,35,15,20,18,33,68,81,33,37,46,33,23,62,22,0
hsa-miR-125b-5p,1773,1300,1831,3686,1748,2437,3038,2429,4396,2082,1897,1619,2216,2481,2800,2421,1831,2133,2695,2550,1886,2354
hsa-miR-126-3p,598276,959812,465999,580045,393335,984768,676230,898607,273538,668013,1127157,641725,566393,571973,911353,607904,636767,756414,714497,682827,334158,471177
hsa-miR-126-5p,82924,150948,63634,81982,61883,116077,86941,112323,44852,95440,153823,77731,74722,82954,129999,75831,84684,99221,91847,88339,56893,60742
hsa-miR-1260a/1260b,650,1067,0,833,0,563,284,960,0,1170,366,197,316,333,512,464,425,699,269,293,687,567
hsa-miR-1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1262,0,3,19,20,0,0,0,0,17,0,7,0,0,14,9,0,0,12,0,7,0,0
hsa-miR-1263-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1263-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1265-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1265-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1266-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1266-5p,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
hsa-miR-1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1268a/1268b,9,22,14,22,31,7,12,13,0,9,27,7,19,5,13,14,10,18,14,7,31,8
hsa-miR-1269a-3p,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
hsa-miR-1269a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1269b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-127-3p,5925,2837,1802,12916,10474,5433,15918,3190,347,8515,4818,10620,1964,10085,10107,10812,21799,9334,5671,10824,13022,6173
hsa-miR-127-5p,194,43,16,104,76,216,349,91,0,84,166,119,39,109,295,89,536,93,130,289,67,30
hsa-miR-1270-3p,3,0,0,0,0,6,3,0,0,0,4,0,0,0,0,0,6,0,2,0,5,0
hsa-miR-1270-5p,169,24,234,186,149,226,195,131,354,212,95,260,202,150,77,127,181,76,229,175,371,263
hsa-miR-1271-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1271-5p,144,201,64,334,117,296,177,181,41,133,136,118,218,256,185,155,269,493,204,296,173,69
hsa-miR-1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1273c,25,15,27,57,0,25,10,5,13,0,16,9,8,18,18,12,21,23,4,21,4,18
hsa-miR-1273h-3p,691,336,440,1081,392,865,673,497,167,441,774,713,706,702,771,660,612,1378,462,509,416,594
hsa-miR-1273h-5p,56,40,104,124,118,82,103,98,102,129,76,110,118,137,98,146,140,159,84,148,101,129
hsa-miR-1275,0,72,89,248,0,232,0,0,0,0,0,0,0,0,0,0,0,154,96,0,0,0
hsa-miR-1276,3,0,8,0,0,10,4,0,0,6,3,0,4,0,0,0,3,0,0,0,0,10
hsa-miR-1277-3p,148,155,38,44,82,69,61,126,29,126,196,65,68,58,107,81,61,28,102,40,18,53
hsa-miR-1277-5p,2830,3576,1262,1751,1250,2757,1409,3227,776,3318,4362,1400,1706,1074,2496,1258,2162,964,2635,1123,811,1791
hsa-miR-1278,13,21,10,21,0,3,3,8,12,15,11,12,4,2,4,6,10,13,10,3,5,0
hsa-miR-1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-1-5p,50,8,26,66,24,42,56,20,42,22,43,24,38,43,33,46,37,59,35,54,26,25
hsa-miR-128-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-128-3p,12986,17021,11023,18321,10497,17924,12873,17591,5010,13778,16247,10175,12620,14937,17865,12351,14020,19110,11999,13172,11873,9276
hsa-miR-1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1284-3p,9,14,0,0,0,2,2,0,0,0,6,5,0,0,4,5,3,17,3,0,0,0
hsa-miR-1284-5p,8,20,10,13,10,19,15,22,14,16,19,10,8,21,14,7,19,22,6,12,13,7
hsa-miR-1285-3p,79,55,19,39,23,50,64,93,33,61,61,41,76,60,45,26,39,50,69,54,79,51
hsa-miR-1285-5p,20,29,9,36,5,19,16,24,7,25,16,4,16,17,14,0,17,31,16,20,0,0
hsa-miR-1286-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1286-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1287-3p,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-1287-5p,336,395,169,514,242,341,450,406,312,191,377,369,267,330,428,344,338,517,404,383,206,280
hsa-miR-1288-3p,12,17,0,11,0,11,4,2,8,0,0,2,0,12,4,0,14,6,0,12,0,6
hsa-miR-1288-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1289-3p,0,0,0,0,0,0,0,2,0,4,0,5,6,0,5,3,7,0,0,0,0,0
hsa-miR-1289-5p,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-1-3p/129-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
hsa-miR-129-5p,11,0,2,4,0,9,7,0,0,0,4,10,10,2,8,7,5,7,11,11,29,15
hsa-miR-1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
hsa-miR-1291,0,0,2,15,0,7,3,0,0,0,4,0,0,0,8,0,0,12,3,0,0,16
hsa-miR-1292-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1292-5p,15,19,81,65,56,31,33,26,44,38,57,72,59,42,33,36,39,42,44,40,57,128
