baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,id
26093.106254159775,0.9218921172860093,0.41842641226446897,2.2032359580191168,0.027578122136212076,0.09381486190979287,hsa-let-7a-1
25870.258051167817,0.9210349448939333,0.42053528531805634,2.1901490244685236,0.02851343077334151,0.09498197666828714,hsa-let-7a-2
26200.404316740605,0.9041951618555212,0.41907139170753516,2.1576160524136854,0.030957695596296186,0.09829068351824038,hsa-let-7a-3
46105.08789141341,-1.449168190856261,0.4666577083957036,-3.105420021536289,0.001900089980385343,0.013639316588654754,hsa-let-7b
8069.834094322682,-0.0709255334987753,0.31879443497621307,-0.22248046301080326,0.8239398804420622,0.9022816175554905,hsa-let-7c
1537.3778469866388,-0.4972534650744111,0.23629810907485865,-2.104348050101757,0.03534809748248582,0.1056400922606956,hsa-let-7d
5038.34035864909,1.9157930144754556,0.3926393188971326,4.879269401385074,1.0647953753761805e-06,2.704580253455498e-05,hsa-let-7e
14096.236833477153,2.721623648663528,0.5180549009914023,5.2535429033779115,1.492008998581351e-07,6.31617142732772e-06,hsa-let-7f-1
14368.237278905779,2.740176642461242,0.5120430608908908,5.351457429563986,8.724866444500251e-08,4.822957689954056e-06,hsa-let-7f-2
2063.74281938301,1.2655873299478184,0.23661791093790088,5.348653975226605,8.861077120650497e-08,4.822957689954056e-06,hsa-let-7g
1093.5421482092722,-0.3224692762832355,0.34554604532887934,-0.9332165152586825,0.35070818930096487,0.566185678490117,hsa-let-7i
47.84428461896825,2.739532948604676,0.8628916344620056,3.1748284943250336,0.0014992508559386962,0.011200285806130259,hsa-mir-1-1
50.57908121108299,2.6380875720471106,0.8799901423621564,2.9978603680328684,0.00271882209557211,0.017760178926754962,hsa-mir-1-2
8485.413459405501,0.2213602619197942,0.4714078270979975,0.469572733406858,0.6386603091037896,0.8044226902385131,hsa-mir-100
16044.936098078004,-1.541188768448367,0.30611648292409555,-5.034648097765187,4.787274477239175e-07,1.519959646523438e-05,hsa-mir-101-1
16111.548387030127,-1.5414370689247294,0.298416573506007,-5.165386931479197,2.3994203951409246e-07,9.141791705486923e-06,hsa-mir-101-2
13924.18824373047,-0.14988680111329783,0.5507855006435982,-0.2721328011324802,0.7855199092750716,0.8828409599817176,hsa-mir-103a-1
14034.868410021067,-0.15215982616077858,0.5520319921664479,-0.2756358840067,0.7828277454670968,0.8824182574643902,hsa-mir-103a-2
0.0,,,,,,hsa-mir-103b-1
0.0,,,,,,hsa-mir-103b-2
1.0818672999208383,1.6845408572585805,1.38857694924846,1.2131418846973552,0.22507557865870179,,hsa-mir-105-1
1.117200779719596,2.871246191990959,1.823984186275383,1.5741617792499116,0.11545005297748778,,hsa-mir-105-2
61.426629162851384,-0.07788656583139944,0.4235859501616001,-0.1838742899798384,0.8541120745233404,0.9089851966295884,hsa-mir-106a
624.7283732167489,-1.4079955786721765,0.2868720725486257,-4.908095675411266,9.196499097212993e-07,2.5027615400272502e-05,hsa-mir-106b
141.57847223298398,0.1372713276873665,0.5348191516482012,0.2566686837304253,0.7974345485756295,0.8883700672728503,hsa-mir-107
160160.6998568461,0.583839869443565,0.5495143647942805,1.062465163512395,0.28802456479025,0.48989892493341636,hsa-mir-10a
733294.0888651732,0.5564444055524302,0.41411917497438533,1.3436818171649458,0.17905129955878835,0.348053801693359,hsa-mir-10b
0.0,,,,,,hsa-mir-1178
0.5598875252425639,-0.8008350753269274,2.0116715866502974,-0.398094341363356,0.6905606453665962,,hsa-mir-1179
22.85149451324395,-0.6947650314429256,0.3941437825103053,-1.7627197542428827,0.07794776733491861,0.19284480100392204,hsa-mir-1180
0.3581108484476916,-0.8488016830294738,2.100255320398201,-0.40414214156998013,0.6861081973969725,,hsa-mir-1181
0.0,,,,,,hsa-mir-1182
0.0,,,,,,hsa-mir-1183
0.0,,,,,,hsa-mir-1184-1
0.0,,,,,,hsa-mir-1184-2
0.0,,,,,,hsa-mir-1184-3
0.0,,,,,,hsa-mir-1185-1
0.12776383016233356,-0.4381274909280262,3.160746997927919,-0.13861517268394088,0.8897542529944847,,hsa-mir-1185-2
0.0,,,,,,hsa-mir-1193
0.0,,,,,,hsa-mir-1197
0.0,,,,,,hsa-mir-1199
0.0,,,,,,hsa-mir-1200
0.0,,,,,,hsa-mir-1202
0.0,,,,,,hsa-mir-1203
0.0,,,,,,hsa-mir-1204
0.0,,,,,,hsa-mir-1205
0.0,,,,,,hsa-mir-1206
0.0,,,,,,hsa-mir-1207
0.0,,,,,,hsa-mir-1208
30.78641079067359,-5.02528458775199,0.8961212120826704,-5.607817915695527,2.0489341775153257e-08,1.9516098040833477e-06,hsa-mir-122
0.37796086607626944,-0.6561689409332194,2.530811391703813,-0.2592721619177904,0.7954252567597249,,hsa-mir-1224
0.26977609974044625,-0.4715121651115041,2.666087531574392,-0.1768554706203004,0.8596219164700305,,hsa-mir-1225
3.397763735591555,0.24151133573891992,0.9600402554140508,0.25156375930794667,0.8013782737466573,0.8901607064066368,hsa-mir-1226
0.25562754272256427,1.3067598669809926,3.159285184500827,0.41362516856402853,0.6791486379562861,,hsa-mir-1227
2.011974516382148,-1.9526440623097252,1.266063584048951,-1.542295416210493,0.12300182233495671,0.2649508802167255,hsa-mir-1228
3.2548923676646413,0.647755842176945,0.8927964951113315,0.7255358256039861,0.4681233747539147,0.6855477323983195,hsa-mir-1229
0.0,,,,,,hsa-mir-1231
0.0,,,,,,hsa-mir-1233-1
0.0,,,,,,hsa-mir-1233-2
0.0,,,,,,hsa-mir-1234
0.0,,,,,,hsa-mir-1236
0.081460624605679,0.7160141286229442,3.160746997927919,0.22653319898503085,0.8207867412007016,,hsa-mir-1237
0.0,,,,,,hsa-mir-1238
0.7043943202743035,-1.0442171875271755,1.735051862285062,-0.6018362967847787,0.5472831115832161,,hsa-mir-124-1
0.11506790789521344,-0.9366168009893737,3.147516920382116,-0.2975732377876038,0.7660289028632827,,hsa-mir-124-2
0.40146208394416383,1.3172740399721663,2.478710856098028,0.5314351356195741,0.5951172790660453,,hsa-mir-124-3
0.11099288609941343,-0.9125676456582582,3.148221697345314,-0.2898676565337714,0.771917486153206,,hsa-mir-1243
0.0,,,,,,hsa-mir-1244-1
0.0,,,,,,hsa-mir-1244-2
0.0,,,,,,hsa-mir-1244-3
0.0,,,,,,hsa-mir-1244-4
1.4252666068383828,1.7621434075066251,1.2319153680924813,1.4304094689841869,0.15259953215173103,,hsa-mir-1245a
0.0,,,,,,hsa-mir-1245b
0.0,,,,,,hsa-mir-1246
35.49515229861269,-0.41887543759585655,0.9558197442582063,-0.4382368538755578,0.6612145955519177,0.8125155000793737,hsa-mir-1247
1.795191010536214,-0.43936613474828556,1.3669935687634611,-0.32141053534415837,0.7478993002835324,,hsa-mir-1248
3.320571754895873,0.5254685220680155,0.7440680344209224,0.7062103164759203,0.48005735571198,0.6954443061835148,hsa-mir-1249
0.0,,,,,,hsa-mir-1250
42.84677415151638,1.8534264002252245,0.9813537378548356,1.8886425238229319,0.058939744946613505,0.15579690865746237,hsa-mir-1251
0.0,,,,,,hsa-mir-1252
0.0,,,,,,hsa-mir-1253
0.46449434985151383,0.420900527409929,2.0698783209459055,0.20334554120919693,0.838864962271044,,hsa-mir-1254-1
0.861562672719099,1.3236692492526565,1.4747692932458216,0.8975432668111709,0.3694290967418813,,hsa-mir-1254-2
0.2876697697380336,-1.7208871167523239,3.129264482373516,-0.5499334193212867,0.5823650412820708,,hsa-mir-1255a
0.0,,,,,,hsa-mir-1255b-1
0.0,,,,,,hsa-mir-1255b-2
0.0,,,,,,hsa-mir-1256
0.0,,,,,,hsa-mir-1257
0.8921597618392297,2.6098456656006435,1.8810804392280005,1.3874184278221136,0.16531420901770857,,hsa-mir-1258
3792.36796426785,1.0373242442864232,0.4010369589811403,2.586605102237487,0.009692660513245502,0.043963138756506384,hsa-mir-125a
1077.703586574667,1.2931443648792398,0.36267552046289525,3.5655683714984545,0.0003630684913874199,0.0034582273804651745,hsa-mir-125b-1
1143.9617750754214,1.2149598931947305,0.3382353741131945,3.592054486850124,0.00032808122927315106,0.0032051012398223223,hsa-mir-125b-2
29719.114691634255,-1.3926320984692602,0.3616390319010712,-3.8508899085047434,0.00011768939805133974,0.0013587775956836496,hsa-mir-126
0.0,,,,,,hsa-mir-1260a
0.22078588760037815,0.1389447601605991,3.160746997927919,0.04395946915450261,0.9649367115446147,,hsa-mir-1260b
0.0,,,,,,hsa-mir-1261
2.729660082575574,-0.9736839422958473,0.8534495854027614,-1.1408804444334515,0.25391967832624235,0.4563367803881997,hsa-mir-1262
0.0,,,,,,hsa-mir-1263
0.0,,,,,,hsa-mir-1264
0.0,,,,,,hsa-mir-1265
11.398009949520624,-0.45945398361743484,0.7188999760965167,-0.639106967442367,0.5227533476235704,0.7242510016166558,hsa-mir-1266
0.0,,,,,,hsa-mir-1267
0.0,,,,,,hsa-mir-1268a
0.0,,,,,,hsa-mir-1268b
132.54125894538905,1.2848408261620454,1.2154149033373636,1.0571211712428799,0.2904562900886356,0.49072444520045977,hsa-mir-1269a
0.3446172497943874,-1.8915772813435896,3.1115952115381615,-0.6079123898665862,0.5432455816978022,,hsa-mir-1269b
647.1879616667738,1.387847855121446,0.48060734406459465,2.8876958961636596,0.0038807486840436046,0.023469289660644654,hsa-mir-127
20.33312619861496,-1.1480029555196731,0.5801797361355011,-1.9787022607276252,0.04784953828868868,0.1340490741763999,hsa-mir-1270
26.87450163637675,-2.121063885963627,0.5767275261945726,-3.6777573284200002,0.00023529365347376384,0.002359128472986948,hsa-mir-1271
0.0,,,,,,hsa-mir-1272
0.0,,,,,,hsa-mir-1273a
0.0,,,,,,hsa-mir-1273c
0.0,,,,,,hsa-mir-1273d
0.0,,,,,,hsa-mir-1273e
0.0,,,,,,hsa-mir-1273f
0.0,,,,,,hsa-mir-1273g
0.15625083074929944,0.13894476016059876,3.160746997927919,0.04395946915450251,0.9649367115446148,,hsa-mir-1273h
0.41715327986611245,-0.3884476683922585,2.10284782249375,-0.18472457409286117,0.8534450705371602,,hsa-mir-1275
0.2585453513494941,-1.269028686474018,3.1387238419845365,-0.4043135842341717,0.6859821374636835,,hsa-mir-1276
5.225990090038361,-2.4404886948741447,0.8896554835415402,-2.74318400776787,0.006084657875126845,0.033873987687863906,hsa-mir-1277
0.0,,,,,,hsa-mir-1278
0.0,,,,,,hsa-mir-1279
108.57899093217662,-0.13163505462700628,0.2791193506914126,-0.47160848683880296,0.6372062678679979,0.8044226902385131,hsa-mir-128-1
72.67087351995073,-0.282070766995395,0.339076214065594,-0.831880135776285,0.4054766052502212,0.6204280586358807,hsa-mir-128-2
0.0,,,,,,hsa-mir-1281
0.0,,,,,,hsa-mir-1282
0.0,,,,,,hsa-mir-1283-1
0.0,,,,,,hsa-mir-1283-2
0.3931136438050359,0.7076159181235394,2.439246844967181,0.29009606780205144,0.7717427439580047,,hsa-mir-1284
0.12776383016233356,-0.4381274909280262,3.160746997927919,-0.13861517268394088,0.8897542529944847,,hsa-mir-1285-1
0.0,,,,,,hsa-mir-1285-2
0.0,,,,,,hsa-mir-1286
53.80288493218885,-0.4532280580016705,0.4209563070647171,-1.0766629467128805,0.28163087162049866,0.48636717295999293,hsa-mir-1287
1.0664467188911526,-0.3727008443438899,1.4457235133257123,-0.2577953812804335,0.7965648292465273,,hsa-mir-1288
0.0,,,,,,hsa-mir-1289-1
0.0,,,,,,hsa-mir-1289-2
36.22648850874033,5.028394830651498,0.8671287163408113,5.798902441924397,6.675034857172628e-09,8.477294268609237e-07,hsa-mir-129-1
35.661651350101614,3.844979521526399,0.8823888675522944,4.357466036705781,1.3157690815241135e-05,0.0002278672818457669,hsa-mir-129-2
0.0,,,,,,hsa-mir-1290
3.3120238133423228,-0.3679848743937299,0.830809439561222,-0.442923318959971,0.6578211998958208,0.8125155000793737,hsa-mir-1291
1.2624584992697108,-0.5133728863340767,1.2369233850943988,-0.4150401653978734,0.6781125002125071,,hsa-mir-1292
0.6420792780618676,-1.9250438754556345,1.904956354263412,-1.0105448721422228,0.31223431243314076,,hsa-mir-1293
0.38308278001253243,-1.9656954246859002,2.443710128912068,-0.8043897684219289,0.4211719083301466,,hsa-mir-1294
0.901840374470692,0.9667155606235828,1.6737156804537006,0.5775864873068115,0.5635433320666496,,hsa-mir-1295a
0.59065415856895,0.032016147620701,1.7881028505734171,0.017905092881225434,0.9857145661345452,,hsa-mir-1295b
11.998840247441906,0.8463181811863498,0.4660478963153792,1.815946789755785,0.06937853487066313,0.1739027749060701,hsa-mir-1296
0.0,,,,,,hsa-mir-1297
0.20186001769839215,-1.0231480966007251,3.1450605683489945,-0.32531904374033366,0.7449396192585582,,hsa-mir-1298
0.0,,,,,,hsa-mir-1299
29.781022506366796,-0.3150686237640009,0.47893050328562664,-0.6578587532064103,0.5106288968838861,0.7205541100472616,hsa-mir-1301
0.0,,,,,,hsa-mir-1302-1
0.0,,,,,,hsa-mir-1302-10
0.0,,,,,,hsa-mir-1302-11
0.0,,,,,,hsa-mir-1302-2
0.0,,,,,,hsa-mir-1302-3
0.0,,,,,,hsa-mir-1302-4
0.0,,,,,,hsa-mir-1302-5
0.0,,,,,,hsa-mir-1302-6
0.0,,,,,,hsa-mir-1302-7
0.0,,,,,,hsa-mir-1302-8
0.0,,,,,,hsa-mir-1302-9
0.09871687680169272,0.7160141286229443,3.160746997927919,0.2265331989850309,0.8207867412007016,,hsa-mir-1303
0.053458932151806714,-0.43812749092802594,3.160746997927919,-0.1386151726839408,0.8897542529944849,,hsa-mir-1304
0.0,,,,,,hsa-mir-1305
19.370817313322277,-0.07803668268479681,0.4079079486446885,-0.1913095416357559,0.8482830860107415,0.9073004033006877,hsa-mir-1306
2313.2964170066202,-0.2516696211328177,0.4206852536151774,-0.5982373258156393,0.54968158912198,0.732268130963197,hsa-mir-1307
254.98312340667354,0.2897666693974927,0.47863088609351395,0.605407377201476,0.5449083504990384,0.732268130963197,hsa-mir-130a
26.681379839252177,-1.115478954017048,0.4961018618036981,-2.2484877399198924,0.024545105995008674,0.08822344701979533,hsa-mir-130b
205.57079672613636,0.8984066267938781,0.5971234635202461,1.5045575692126802,0.13243786201059726,0.27877804102783177,hsa-mir-132
0.0,,,,,,hsa-mir-1321
0.0,,,,,,hsa-mir-1322
0.0,,,,,,hsa-mir-1323
0.0,,,,,,hsa-mir-1324
21.453526416966263,2.236711434857915,0.6904838494711456,3.2393392496740567,0.0011980697891804074,0.009129291793554704,hsa-mir-133a-1
20.57715187791285,2.0608274419658015,0.7627304021139575,2.7019080873845893,0.0068942817853041745,0.035975111360628344,hsa-mir-133a-2
4.090891897439511,0.7989185604903871,1.1790351392592042,0.6776036895663289,0.49802300612230027,0.7133337042578812,hsa-mir-133b
283.6993002807115,0.7462226870423638,0.5182670005607701,1.439842178326892,0.14991205503938532,0.3087377998378692,hsa-mir-134
1.315992517915209,3.256270150241703,1.2812962214061536,2.5413874604797644,0.011041348518707667,,hsa-mir-1343
40.56663751435267,-0.24357098434135385,1.0199572410926423,-0.23880509351590593,0.8112567204356346,0.8970277579181973,hsa-mir-135a-1
48.969064020844684,0.22536638419254018,1.087980104522455,0.20714200862290566,0.8358989553566754,0.9069110757663422,hsa-mir-135a-2
44.59229699164474,-0.5644036260533564,1.04741533251444,-0.5388536987504671,0.5899878075907847,0.7645760363676496,hsa-mir-135b
34.53731052635929,1.1167922342517795,0.5802269475711003,1.9247507185366106,0.054260552023210826,0.14820282731299445,hsa-mir-136
0.22986171015226445,0.1389447601605991,3.160746997927919,0.04395946915450261,0.9649367115446147,,hsa-mir-137
5.611323692465557,3.339258461146163,1.0876569922902402,3.0701392854697755,0.0021395896370823677,0.01482152094051604,hsa-mir-138-1
5.707337093242055,2.237974243950879,0.9537647042940899,2.34646368635257,0.018952512935341434,0.07149413295410977,hsa-mir-138-2
429.39438452947604,0.9860810411357624,0.5347473227069718,1.8440130492735731,0.06518123845502057,0.16713636097979917,hsa-mir-139
4016.4892968813865,-0.9370750887800633,0.4850473825415762,-1.9319248438573755,,,hsa-mir-140
498.65611069201816,1.3815785693527944,1.2883478769064995,1.0723645329941123,0.28355633167746325,0.48636717295999293,hsa-mir-141
6593.013718847919,-2.5451797621432504,0.7333746170133286,-3.4705043003922147,0.0005194820245905412,0.004498242076568095,hsa-mir-142
206126.33415297145,0.15299248228894075,0.688427747856859,0.22223462486109963,0.8241312412317866,0.9022816175554905,hsa-mir-143
854.2267591630374,-2.227007008548106,0.9067943052899138,-2.455911991899975,0.014052756796400279,0.059490003771427845,hsa-mir-144
8790.72603297881,0.7938439343329903,0.5694071403027708,1.3941587278144767,0.1632696780346711,0.3223095716642989,hsa-mir-145
32.844285482743295,0.8700129741175461,0.42362425818105415,2.0537373800385823,0.04000111659288155,0.11590912017399099,hsa-mir-1468
0.0,,,,,,hsa-mir-1469
136.2773781646873,-1.0344115260214017,0.7111551430458608,-1.4545511427943014,0.14579356516358657,0.30277375249118,hsa-mir-146a
1152.8287915753217,-0.03238113359780283,0.7430560029330605,-0.04357832178191815,0.9652405319904556,0.9729011711332369,hsa-mir-146b
0.0,,,,,,hsa-mir-1470
0.0,,,,,,hsa-mir-1471
0.0,,,,,,hsa-mir-147a
1.6367188483740456,-4.078218540886219,1.9687592746249838,-2.0714663257462256,0.0383152382171308,,hsa-mir-147b
55784.43696582735,-0.43638326580486186,0.38772929969181186,-1.1254843679642546,0.26038383767479045,0.4635805708135288,hsa-mir-148a
