miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-let-7a-2-3p,30.0,15.0,21.0,8.0,20.0,9.0,7.0,23.0,28.0,46.0,37.0,29.0,24.0,21.0,30.0,32.0,14.0,19.0,18.0,32.0,17.0,29.0
hsa-let-7a-3p,1788.0,1114.0,874.0,1232.0,871.0,964.0,1724.0,1730.0,1697.0,2081.0,2298.0,1480.0,1284.0,1378.0,1857.0,1537.0,1128.0,1652.0,1485.0,1298.0,1401.0,3070.0
hsa-let-7a-5p/7c-5p,403661.0,673838.0,359326.0,530250.0,548301.0,786778.0,416418.0,664494.0,574010.0,812489.0,1207827.0,567025.0,722263.0,648474.0,780773.0,950993.0,509538.0,800073.0,635318.0,935981.0,793019.0,610152.0
hsa-let-7b-3p,425.0,356.0,318.0,438.0,293.0,412.0,671.0,662.0,533.0,729.0,962.0,525.0,370.0,277.0,652.0,502.0,355.0,562.0,486.0,447.0,402.0,1204.0
hsa-let-7b-5p,227074.0,337920.0,200850.0,419126.0,265172.0,384497.0,314755.0,335944.0,374242.0,416248.0,553504.0,327362.0,346061.0,328873.0,386771.0,405182.0,251192.0,405537.0,312126.0,388053.0,384238.0,610302.0
hsa-let-7c-3p,79.0,101.0,97.0,65.0,130.0,182.0,88.0,162.0,68.0,167.0,423.0,152.0,196.0,169.0,157.0,181.0,191.0,173.0,178.0,197.0,160.0,165.0
hsa-let-7d-3p,270.0,361.0,323.0,283.0,396.0,616.0,427.0,493.0,484.0,750.0,671.0,473.0,439.0,409.0,557.0,592.0,337.0,530.0,425.0,400.0,445.0,737.0
hsa-let-7d-5p,9388.0,14042.0,10533.0,17357.0,15313.0,19590.0,10973.0,16702.0,18335.0,20295.0,24242.0,13570.0,17427.0,12104.0,18721.0,22722.0,10830.0,17535.0,15175.0,20283.0,19419.0,14588.0
hsa-let-7e-3p,80.0,120.0,126.0,64.0,170.0,145.0,117.0,140.0,147.0,175.0,227.0,158.0,163.0,150.0,198.0,189.0,93.0,174.0,149.0,184.0,142.0,86.0
hsa-let-7e-5p,18604.0,33568.0,18054.0,18793.0,31458.0,33454.0,18358.0,28853.0,25584.0,43206.0,62104.0,25321.0,43531.0,31191.0,35452.0,48682.0,27950.0,40760.0,32242.0,44199.0,35653.0,26704.0
hsa-let-7f-1-3p,161.0,65.0,80.0,96.0,70.0,64.0,174.0,167.0,128.0,215.0,187.0,125.0,104.0,76.0,163.0,158.0,100.0,154.0,105.0,107.0,108.0,328.0
hsa-let-7f-2-3p,169.0,104.0,101.0,164.0,75.0,0.0,210.0,153.0,232.0,195.0,142.0,165.0,127.0,174.0,163.0,102.0,96.0,153.0,0.0,79.0,99.0,390.0
hsa-let-7f-5p,256962.0,306948.0,193385.0,218389.0,240371.0,311115.0,220993.0,314842.0,307142.0,445772.0,563242.0,294576.0,373725.0,370205.0,370974.0,447254.0,255557.0,429748.0,323319.0,402447.0,361351.0,248730.0
hsa-let-7g-3p,156.0,119.0,72.0,89.0,77.0,72.0,181.0,122.0,175.0,209.0,220.0,175.0,147.0,148.0,187.0,151.0,60.0,124.0,163.0,95.0,101.0,235.0
hsa-let-7g-5p,56301.0,45884.0,30998.0,43131.0,36805.0,44904.0,51095.0,58901.0,63677.0,71156.0,96612.0,42329.0,53143.0,43801.0,69156.0,72743.0,38159.0,58510.0,61234.0,62102.0,64874.0,61802.0
hsa-let-7i-3p,1113.0,504.0,432.0,640.0,511.0,515.0,1128.0,1144.0,1061.0,1526.0,1306.0,1060.0,802.0,992.0,1147.0,1192.0,606.0,1073.0,691.0,753.0,994.0,1419.0
hsa-let-7i-5p,135842.0,136980.0,103965.0,155260.0,115052.0,143260.0,153952.0,144622.0,206054.0,225682.0,246838.0,188831.0,172169.0,239833.0,156550.0,187608.0,131507.0,205132.0,140911.0,169095.0,184545.0,259829.0
hsa-miR-1-3p,4861.0,1142.0,1951.0,2716.0,4486.0,8612.0,2149.0,8189.0,7319.0,3052.0,5543.0,4563.0,5665.0,8761.0,5886.0,2586.0,3304.0,6484.0,6748.0,2962.0,9072.0,1146.0
hsa-miR-1-5p,0.0,0.0,0.0,2.0,6.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
hsa-miR-100-3p,199.0,212.0,128.0,48.0,152.0,126.0,29.0,112.0,181.0,246.0,347.0,157.0,162.0,237.0,265.0,314.0,92.0,205.0,163.0,386.0,193.0,116.0
hsa-miR-100-5p,35119.0,22236.0,32631.0,26788.0,54325.0,39132.0,9076.0,18926.0,32426.0,33021.0,33545.0,26864.0,24377.0,22232.0,39419.0,33290.0,13885.0,24638.0,21758.0,29907.0,20489.0,25556.0
hsa-miR-101-2-5p,11.0,5.0,4.0,6.0,8.0,3.0,3.0,5.0,11.0,11.0,15.0,7.0,8.0,5.0,7.0,8.0,6.0,7.0,7.0,7.0,9.0,7.0
hsa-miR-101-3p,186593.0,84899.0,50481.0,67427.0,54834.0,67974.0,133961.0,131818.0,199076.0,176762.0,210052.0,143006.0,111937.0,184260.0,138536.0,114692.0,76651.0,133761.0,131512.0,93821.0,120936.0,169294.0
hsa-miR-101-5p,215.0,87.0,80.0,88.0,78.0,72.0,140.0,172.0,278.0,186.0,200.0,182.0,98.0,144.0,171.0,130.0,83.0,171.0,135.0,129.0,156.0,189.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-10395-3p,61.0,18.0,22.0,18.0,22.0,19.0,114.0,18.0,50.0,29.0,30.0,26.0,24.0,29.0,25.0,26.0,16.0,20.0,43.0,26.0,26.0,70.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p/10396b-3p,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
hsa-miR-10396a-5p/10396b-5p,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,7.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,7.0,5.0,3.0,0.0,9.0,0.0,6.0,0.0,5.0,0.0
hsa-miR-10398-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,0.0,0.0,0.0,0.0,31.0,15.0,9.0,17.0,13.0,25.0,0.0,0.0,17.0,30.0,17.0,0.0,10.0,32.0,0.0,15.0,11.0,15.0
hsa-miR-10399-5p,27.0,13.0,12.0,9.0,22.0,18.0,19.0,10.0,13.0,28.0,24.0,22.0,18.0,17.0,21.0,23.0,13.0,26.0,18.0,24.0,15.0,32.0
hsa-miR-103a-1-5p/103a-2-5p,8.0,2.0,0.0,6.0,0.0,0.0,0.0,16.0,4.0,15.0,0.0,11.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,4.0,10.0
hsa-miR-103a-3p/107,45826.0,56732.0,40317.0,65288.0,50951.0,69057.0,49901.0,61418.0,63834.0,78288.0,99359.0,56543.0,78416.0,66267.0,63147.0,66239.0,50224.0,73220.0,58221.0,61277.0,78114.0,54464.0
hsa-miR-103b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,0.0,0.0,16.0,14.0,0.0,12.0,6.0,6.0,8.0,9.0,8.0,14.0,10.0,6.0,9.0,8.0,6.0,14.0,16.0,0.0,7.0,25.0
hsa-miR-10401-5p,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10522-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10523-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10525-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,16.0,11.0,16.0,23.0,33.0,21.0,15.0,18.0,16.0,34.0,21.0,25.0,22.0,27.0,22.0,18.0,17.0,26.0,15.0,18.0,15.0,43.0
hsa-miR-106a-3p,28.0,22.0,13.0,48.0,13.0,14.0,41.0,27.0,36.0,45.0,36.0,17.0,24.0,8.0,38.0,23.0,7.0,24.0,18.0,14.0,29.0,46.0
hsa-miR-106a-5p/17-5p,1771.0,1067.0,941.0,1937.0,788.0,1204.0,1262.0,1736.0,3484.0,3803.0,1638.0,1938.0,1179.0,1401.0,2959.0,2623.0,655.0,1635.0,1220.0,1857.0,2980.0,1545.0
hsa-miR-106b-3p,434.0,675.0,927.0,3034.0,1278.0,1706.0,699.0,964.0,1292.0,1369.0,1059.0,1384.0,1216.0,997.0,1141.0,1151.0,529.0,1284.0,584.0,926.0,1450.0,1275.0
hsa-miR-106b-5p,587.0,248.0,235.0,424.0,204.0,326.0,319.0,509.0,853.0,1006.0,436.0,567.0,361.0,391.0,742.0,740.0,174.0,398.0,289.0,491.0,654.0,337.0
hsa-miR-10a-3p,1798.0,2960.0,1885.0,2138.0,2773.0,3344.0,1710.0,2892.0,3064.0,4379.0,4440.0,3874.0,3406.0,4812.0,2994.0,3949.0,2496.0,3640.0,2383.0,3639.0,2716.0,3833.0
hsa-miR-10a-5p,80276.0,73675.0,65449.0,91021.0,98003.0,130979.0,48905.0,81842.0,79916.0,104530.0,144477.0,97067.0,100776.0,105776.0,96890.0,101040.0,74415.0,92949.0,73527.0,90122.0,73462.0,84914.0
hsa-miR-10b-3p,895.0,547.0,682.0,753.0,946.0,968.0,1565.0,770.0,1260.0,1362.0,1460.0,1098.0,1923.0,1047.0,957.0,1127.0,825.0,1242.0,1171.0,991.0,894.0,1700.0
hsa-miR-10b-5p,43816.0,17809.0,26466.0,51274.0,41215.0,44401.0,56492.0,30646.0,48610.0,47350.0,52916.0,42686.0,66055.0,33578.0,39695.0,33589.0,27599.0,38809.0,40805.0,29966.0,29404.0,57716.0
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11181-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179-5p,218.0,263.0,669.0,174.0,458.0,703.0,490.0,628.0,201.0,566.0,507.0,527.0,403.0,263.0,712.0,639.0,309.0,458.0,247.0,402.0,599.0,568.0
hsa-miR-1180-3p,65.0,129.0,111.0,94.0,299.0,248.0,42.0,66.0,68.0,96.0,246.0,73.0,143.0,79.0,111.0,200.0,72.0,129.0,80.0,136.0,156.0,95.0
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p/1185-2-3p,54.0,20.0,19.0,14.0,37.0,26.0,49.0,30.0,60.0,91.0,115.0,54.0,36.0,132.0,39.0,47.0,46.0,51.0,42.0,53.0,43.0,43.0
hsa-miR-1185-5p,60.0,29.0,42.0,46.0,31.0,33.0,99.0,87.0,87.0,90.0,80.0,78.0,48.0,99.0,58.0,61.0,39.0,49.0,43.0,46.0,49.0,54.0
hsa-miR-1193-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,8.0,2.0,5.0,0.0,6.0,2.0,3.0,0.0,0.0,3.0,2.0,0.0,4.0
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12125,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
hsa-miR-12126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,356.0,191.0,185.0,137.0,179.0,88.0,356.0,231.0,249.0,202.0,93.0,228.0,109.0,166.0,262.0,170.0,153.0,254.0,343.0,213.0,110.0,692.0
hsa-miR-122-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122-5p,293.0,488.0,4.0,19.0,18.0,18.0,388.0,19.0,13.0,1209.0,595.0,638.0,46.0,2007.0,107.0,22.0,0.0,10.0,453.0,278.0,524.0,1843.0
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
hsa-miR-1226-3p,0.0,28.0,14.0,6.0,28.0,30.0,8.0,27.0,6.0,33.0,80.0,18.0,55.0,32.0,17.0,32.0,57.0,32.0,31.0,45.0,31.0,19.0
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1227-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1228-3p,4.0,18.0,3.0,4.0,16.0,9.0,11.0,12.0,5.0,34.0,9.0,22.0,22.0,10.0,12.0,22.0,22.0,12.0,11.0,17.0,25.0,13.0
hsa-miR-1228-5p,0.0,3.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,6.0,5.0,4.0,7.0,3.0,8.0,7.0,0.0,4.0,7.0,11.0
hsa-miR-1229-3p,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1229-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-122b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
