miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-let-7a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-let-7a-3p,15.5023,45.5732,12.0765,23.292,16.9649,26.4689,8.0465,15.9288,10.6445,20.1815,17.1992,8.7526,14.604,19.7469,12.0372,9.0748,19.0923,21.0052,12.2961,7.5887,18.0986,18.5279
hsa-let-7a-5p/7c-5p,58960.0614,19109.4322,73016.0249,32190.8068,69126.7191,35536.5423,38302.7022,33276.5418,80576.7232,45994.2975,44330.9338,51266.7736,54567.6652,61564.6719,33030.8691,54878.1717,35334.5566,35303.1257,58466.6214,44496.949,70739.9855,63838.198
hsa-let-7b-3p,4.2999,0.0,8.6906,0.0,11.9844,7.2885,3.5026,3.021,7.5399,8.7836,6.4387,2.6258,3.651,5.9442,3.6972,0.0,0.0,10.5026,2.9938,1.9225,6.1112,8.7563
hsa-let-7b-5p,15799.8852,6338.722,42845.1212,14621.3501,44625.9089,9660.1716,8744.355,8390.1973,139834.1854,20749.477,13703.7784,19756.4842,21542.2444,32713.8071,8703.0091,20354.4861,12257.0155,17822.618,22244.5215,13045.6092,41367.7363,42581.9797
hsa-let-7c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.3787,0.0,0.0,0.0,0.2646,0.4376,0.4295,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.0,0.0
hsa-let-7d-3p,209.1111,270.9341,383.626,265.3881,522.178,195.8311,221.6097,233.0738,302.2593,358.6655,254.1069,270.6727,254.819,290.4612,167.4896,307.4342,197.3651,181.6491,230.9531,172.7178,353.2751,384.1371
hsa-let-7d-5p,4832.6398,2570.5021,7136.5271,3629.0205,7883.0981,3323.2793,4372.5562,4831.6573,7938.6868,6702.8616,4695.9939,5876.0273,5439.0376,5751.3932,3917.1752,6221.3841,3974.593,3857.9203,5841.9362,5015.495,9062.4578,6703.8071
hsa-let-7e-3p,3.1684,6.5518,1.3544,5.0416,0.0,1.0549,1.136,1.5563,0.0,1.7776,0.6174,0.547,1.9329,2.6195,1.8056,0.8066,1.9912,0.6393,1.4969,1.5177,2.703,0.0
hsa-let-7e-5p,1756.8504,1236.5465,2121.3987,1540.4003,1503.3435,1107.568,1351.9046,1353.4023,1184.5327,2195.911,1203.7663,2170.7429,2147.9748,2619.2888,1525.7199,1661.6977,1827.706,840.755,2711.453,2363.9172,2773.0801,2326.1421
hsa-let-7f-1-3p,0.0,9.4422,0.0,11.4948,5.4475,0.0,0.0,7.5067,0.0,6.3786,3.969,2.6258,2.5772,4.2315,0.0,3.3274,0.0,7.9454,0.0,0.0,0.0,5.203
hsa-let-7f-2-3p,0.0,9.4422,0.0,2.8233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0787,0.0,0.0,2.5794,0.0,4.0996,3.7444,0.0,0.0,0.0,0.0
hsa-let-7f-5p,103948.1495,55811.5663,82614.8011,57287.1209,69065.2407,76531.2302,89767.376,83943.6262,45177.1233,67814.8563,81791.1915,83700.7856,106195.3013,94553.1225,74773.3453,92386.8634,77311.473,68221.068,112363.6869,105546.6808,85339.3192,70928.6802
hsa-let-7g-3p,4.5262,5.0102,1.3544,0.0,0.0,6.0418,1.42,2.4717,0.0,0.4183,1.1466,0.9847,2.5772,0.0,1.8056,1.6133,2.5769,1.9179,1.1761,1.2142,1.9979,0.0
hsa-let-7g-5p,4048.2467,3187.4265,4814.9069,3821.1042,5259.6011,2850.1966,3904.0613,4658.7287,5093.1693,5037.1062,4317.1709,4885.0193,4333.7482,3801.8879,4045.3718,4721.2179,3728.6187,3038.4444,4507.22,4558.9614,5282.3204,4570.1777
hsa-let-7i-3p,6.1104,9.8276,2.3702,2.8233,3.5798,6.4254,2.5559,5.4927,3.659,3.5553,5.1157,2.5164,2.8993,3.9292,4.0411,0.605,4.8024,3.6531,6.2015,4.5532,0.9402,1.3959
hsa-let-7i-5p,41411.3598,26379.7552,56571.4603,51411.074,50174.6923,36013.9406,55960.0099,40454.957,34240.5696,33760.2498,51934.3831,58865.0847,58711.5609,51600.9368,43841.8565,62125.6139,63077.8785,51111.8953,63270.9796,67194.7225,52140.1583,57726.5228
hsa-miR-1-3p,192.1378,903.0817,233.7421,537.8343,1818.8293,988.2663,985.2688,2894.6552,115.5371,666.6158,2995.8328,1547.1234,905.1282,197.8723,393.5317,406.5513,512.2122,1291.9097,582.1942,4022.8987,1238.8132,238.4518
hsa-miR-1-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2343,0.6393,0.0,0.0,0.5876,0.0
hsa-miR-100-3p,0.0,0.0,0.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076
hsa-miR-100-5p,11.7682,8.1897,8.0134,49.609,46.3812,36.4426,54.7161,45.681,43.1324,13.8029,7.8499,18.271,11.0604,31.0309,4.557,18.7546,33.4994,14.1557,44.8006,6.4757,29.4984,55.5838
hsa-miR-101-2-5p,0.4526,0.0,0.0,0.0,0.0,0.5754,0.568,0.0,1.9958,0.0,0.0,0.0,0.0,0.0,0.3439,0.0,0.2343,0.0,0.0,0.2024,0.3526,0.0
hsa-miR-101-3p,3478.962,3490.5413,2451.527,1961.4719,1371.5149,3341.5006,1679.8227,2157.4427,2894.8592,2800.9368,3252.4093,2660.5577,2415.6797,2039.374,2651.8035,1894.3152,3761.2981,2167.8255,3487.9258,2031.8376,1314.3807,2539.5939
hsa-miR-101-5p,0.7921,2.8905,0.0,0.605,0.0,0.8631,0.0,0.1831,0.0,3.869,0.9702,1.0941,0.2148,0.403,0.3439,0.7058,0.3514,1.0959,1.1761,0.2024,0.0,0.0
hsa-miR-10226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10392-5p,0.0,0.0,0.0,1.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10393-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10394-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10395-3p,0.0,0.0,0.0,0.0,0.0,1.1508,0.0,0.0,0.5544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,0.0,0.0,0.0,0.0
hsa-miR-10395-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-3p/10396b-3p,0.0,0.0,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10396a-5p/10396b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10397-5p,0.0,0.7708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-3p,0.0,0.4817,0.0,0.0,0.0,0.0,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10398-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10399-3p,29.6467,25.8216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9694,0.0,0.0,0.0,18.3336,0.0
hsa-miR-10399-5p,9.2787,7.8043,2.8216,7.6632,8.249,8.727,8.5198,6.4997,1.5523,5.8558,5.6449,6.455,7.4094,4.2315,6.9644,6.8565,11.4788,6.7582,7.2707,2.8331,3.5257,5.5838
hsa-miR-103a-1-5p/103a-2-5p,2.15,12.8145,0.0,0.0,0.0,1.0549,0.568,3.4787,0.0,3.5553,0.5292,0.0,0.3221,0.7052,0.3439,0.0,0.4685,0.8219,0.0,0.3035,1.4103,0.0
hsa-miR-103a-3p/107,25431.2182,15382.6424,24049.5917,30992.9305,27659.0923,31290.8811,43017.5655,27547.5597,10807.9327,21283.0834,26413.0031,31026.4919,29766.8949,26070.1751,36459.9343,35555.8943,32245.8225,26292.0878,25679.0929,33465.9763,26645.0032,22153.1726
hsa-miR-103b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10400-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10401-3p,3.9604,3.9503,5.1918,7.0582,5.6031,2.3016,2.1773,2.4717,5.6549,3.2416,3.7044,1.3129,2.255,2.1157,2.0635,4.1341,1.4056,4.2924,1.8177,1.113,5.9937,6.8528
hsa-miR-10401-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-105-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10522-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10523-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10524-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10525-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10526-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-10527-5p,15.3891,7.2262,22.2343,20.3679,19.4552,11.2205,13.821,13.8233,19.5149,30.5336,13.6711,15.2076,13.1007,15.3139,16.1643,17.7463,18.0381,6.3016,18.0699,14.469,37.8425,25.5076
hsa-miR-106a-3p,1.1316,2.216,0.5643,1.815,0.4669,1.918,0.0,0.8239,0.0,0.5228,0.882,1.0941,0.0,1.1082,0.5159,0.0,0.2343,1.4612,0.4277,0.6071,0.3526,2.665
hsa-miR-106a-5p/17-5p,1225.2464,4879.3197,696.1474,647.5388,683.4228,713.0286,792.5317,2485.9064,566.3759,2346.4878,959.3615,880.2881,815.3563,655.7793,916.2058,769.241,795.434,543.9427,794.5427,795.7971,1241.1637,840.1015
hsa-miR-106b-3p,703.2607,174.0068,1242.5239,1220.6641,933.6948,753.0196,1313.3762,369.2013,1257.6028,512.1701,949.7476,1460.3637,1537.8267,1475.579,946.5568,1343.9787,1153.3851,1896.4934,1284.7833,1602.7243,944.6524,1485.7868
hsa-miR-106b-5p,78.5298,259.7576,46.8387,23.0904,41.712,36.3467,34.9312,145.1905,61.2058,152.7727,52.3914,57.1104,46.8188,37.5796,48.8368,30.451,37.1304,27.672,40.096,34.1995,59.7018,61.802
hsa-miR-10a-3p,15.1628,10.8875,10.835,15.528,13.3852,13.618,24.8021,22.6116,3.659,17.3582,11.4661,17.7239,14.8188,14.0042,28.1155,20.9729,14.8756,11.4159,31.9699,31.3664,15.5131,13.7056
hsa-miR-10a-5p,654.717,583.2021,340.3989,1106.1197,672.5279,652.9942,718.5987,1219.5634,312.1277,802.7623,435.1834,490.5807,543.6783,544.9547,942.1718,624.7499,538.2151,544.6734,797.0019,726.791,504.4101,677.7919
hsa-miR-10b-3p,1.2447,0.0,1.8058,1.815,5.1362,0.0,1.8933,1.9224,3.8808,2.1959,2.2932,1.7505,1.9329,1.8135,0.6019,4.7391,0.7028,1.0959,2.1385,3.0355,4.4659,2.665
hsa-miR-10b-5p,85.7718,60.1219,76.8606,55.8606,65.8365,58.2123,79.5182,97.3124,183.6175,123.8076,66.6799,37.3078,93.2081,104.2759,60.6161,71.7918,78.009,78.3584,97.8343,49.7816,109.1792,108.1218
hsa-miR-11181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11181-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-11400,0.0,610.758,0.0,489.5361,278.2874,0.0,0.0,0.0,92.4741,0.0,0.0,600.097,0.0,431.6114,0.0,412.702,0.0,0.0,956.5306,71.0298,0.0,0.0
hsa-miR-11401,0.0,0.3854,2.7087,0.0,1.4008,0.0,1.8933,0.8239,2.4394,4.2873,2.1168,2.8446,0.7517,10.1757,1.8916,1.9158,5.6223,0.3653,6.4154,0.3035,0.0,2.665
hsa-miR-1178-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1178-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1179-5p,33.1545,35.0711,17.1554,22.9895,30.6614,37.018,27.7367,28.5621,11.7533,27.8149,34.8394,20.0215,41.6645,32.1391,26.138,26.8211,22.2548,21.0052,34.8568,30.7594,20.4491,20.3046
hsa-miR-1180-3p,14.7102,0.7708,55.3035,13.6122,18.677,4.6992,10.7918,5.1265,136.7152,14.2211,10.2313,23.4131,23.8389,29.3181,3.6972,22.8887,6.6764,22.0098,11.5477,6.4757,82.2663,64.8477
hsa-miR-1180-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1181-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1185-1-3p/1185-2-3p,21.7258,13.3925,9.5935,21.9812,65.6808,22.5369,74.6903,18.7667,1.4414,45.4867,24.5199,51.093,4.6175,43.5238,52.7919,64.0278,86.7938,14.521,24.3784,38.5504,68.7511,6.8528
hsa-miR-1185-5p,3.1684,3.6613,0.2257,2.42,2.8016,1.7262,4.6386,3.021,0.0,3.5553,3.6162,2.954,1.0738,2.1157,2.9233,1.5125,7.4964,1.6439,2.0315,3.5414,0.9402,1.269
hsa-miR-1193-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1193-5p,0.4526,0.0,0.0,1.1091,2.9572,0.0,0.0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1197,3.8473,3.9503,0.7901,1.7141,3.891,3.7402,3.0293,2.014,0.0,2.6142,3.087,0.8753,0.6443,3.224,1.9775,0.9075,7.0278,2.4658,0.8554,0.6071,1.9979,1.7766
hsa-miR-1199-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1199-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1207-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-12136,13.4655,14.356,23.0243,21.3762,51.9843,7.8639,13.1584,18.5836,30.9356,25.2007,20.5508,12.1442,16.8591,57.7295,16.7662,12.9064,24.7146,11.5985,9.1954,9.7135,50.7701,45.3046
hsa-miR-122-3p,2.7157,0.0,0.0,0.7058,1.0895,0.5754,0.284,0.5493,0.0,1.1502,0.9702,0.0,0.0,0.3022,0.0,0.4033,0.0,0.0,0.5346,0.2024,0.0,0.0
hsa-miR-122-5p,6121.1401,1186.4449,4252.2781,3494.2091,10316.2453,4255.1555,18214.5033,2065.5314,5154.8186,10570.2791,3739.8958,3759.6597,8090.8517,11436.997,779.3252,12973.0394,377.0434,1304.4214,2498.0353,3487.0384,14197.5214,2253.4264
hsa-miR-1224-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1224-5p,0.0,0.289,2.483,2.9241,5.7587,0.0,0.0,0.0,17.9626,1.2548,1.764,2.2975,4.0805,6.6495,0.0,1.3108,1.757,2.4658,3.1008,0.0,6.9339,17.3858
hsa-miR-1225-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4033,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1225-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.5037,0.0,0.0,0.0,0.4566,1.8177,0.9106,0.0,0.0
hsa-miR-1226-3p,9.9577,0.0,13.5437,13.4106,25.0583,9.782,11.3597,15.1965,0.0,10.875,11.7307,11.0501,9.1275,9.0675,8.9419,13.3097,7.0278,5.4796,8.5538,7.8922,0.0,12.9442
hsa-miR-1226-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
