miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-219b-5p,6.0,18.0,8.0,20.0,4.0,9.0,6.0,10.0,0.0,9.0,12.0,10.0,2.0,8.0,4.0,0.0,14.0,9.0,17.0,8.0,21.0,12.0
hsa-miR-22-3p,9234.0,11163.0,3788.0,5701.0,3235.0,7497.0,5757.0,10453.0,5190.0,7627.0,8725.0,4623.0,6075.0,4616.0,7453.0,3989.0,7371.0,5295.0,4875.0,5805.0,3031.0,5465.0
hsa-miR-22-5p,511.0,1173.0,313.0,479.0,294.0,561.0,623.0,1051.0,225.0,829.0,561.0,425.0,496.0,379.0,613.0,397.0,589.0,524.0,409.0,583.0,362.0,378.0
hsa-miR-221-3p,111651.0,90042.0,114242.0,255783.0,187596.0,126244.0,245348.0,236626.0,72237.0,240330.0,156010.0,166022.0,140665.0,156280.0,229913.0,216793.0,174382.0,191624.0,148373.0,205510.0,322230.0,211970.0
hsa-miR-221-5p,1153.0,1409.0,309.0,1670.0,625.0,1837.0,1244.0,1711.0,266.0,1270.0,1055.0,602.0,846.0,994.0,1407.0,892.0,921.0,1777.0,701.0,1090.0,1024.0,688.0
hsa-miR-222-3p,10516.0,7351.0,4651.0,12739.0,6791.0,9472.0,11373.0,11230.0,4858.0,16722.0,7244.0,4841.0,6373.0,5625.0,7725.0,9757.0,5893.0,10070.0,4895.0,7737.0,18835.0,8904.0
hsa-miR-222-5p,6.0,15.0,6.0,19.0,3.0,4.0,11.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,11.0,0.0,6.0,20.0,12.0,16.0,7.0,0.0
hsa-miR-223-3p,447316.0,917893.0,417268.0,626543.0,395391.0,602422.0,353807.0,668334.0,200132.0,606738.0,621544.0,254702.0,370604.0,510315.0,590156.0,364687.0,366982.0,569616.0,434794.0,277474.0,374336.0,289948.0
hsa-miR-223-5p,8375.0,7308.0,10336.0,12187.0,6327.0,9776.0,11755.0,8356.0,3143.0,8837.0,11861.0,6999.0,10654.0,12382.0,12746.0,13166.0,9211.0,12290.0,11444.0,11210.0,10261.0,8449.0
hsa-miR-224-3p,15.0,82.0,0.0,0.0,0.0,5.0,9.0,8.0,0.0,8.0,9.0,0.0,5.0,0.0,0.0,0.0,4.0,8.0,4.0,0.0,14.0,2.0
hsa-miR-224-5p,5408.0,9429.0,6419.0,11766.0,1721.0,5548.0,20591.0,4189.0,6646.0,6114.0,6429.0,3904.0,14592.0,2347.0,7256.0,5655.0,14494.0,17840.0,11950.0,4953.0,11417.0,3152.0
hsa-miR-2276-3p,68.0,36.0,62.0,34.0,126.0,38.0,45.0,43.0,5.0,29.0,54.0,16.0,58.0,55.0,61.0,45.0,45.0,37.0,37.0,46.0,45.0,23.0
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,40.0,13.0,41.0,85.0,19.0,47.0,60.0,15.0,0.0,28.0,29.0,45.0,47.0,28.0,66.0,25.0,31.0,52.0,21.0,59.0,5.0,22.0
hsa-miR-2277-5p,77.0,44.0,19.0,64.0,26.0,100.0,87.0,74.0,15.0,32.0,54.0,36.0,35.0,29.0,65.0,31.0,91.0,87.0,61.0,37.0,20.0,33.0
hsa-miR-2278-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278-5p,12.0,22.0,12.0,36.0,31.0,15.0,38.0,15.0,2.0,50.0,25.0,12.0,21.0,16.0,33.0,29.0,34.0,31.0,30.0,30.0,34.0,0.0
hsa-miR-2355-3p,352.0,440.0,541.0,1081.0,272.0,902.0,891.0,737.0,118.0,326.0,761.0,639.0,692.0,580.0,855.0,694.0,898.0,831.0,847.0,861.0,398.0,423.0
hsa-miR-2355-5p,36.0,62.0,10.0,73.0,6.0,112.0,22.0,59.0,0.0,29.0,57.0,30.0,27.0,42.0,24.0,21.0,39.0,35.0,37.0,12.0,12.0,4.0
hsa-miR-2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p/23b-3p,43488.0,118164.0,30908.0,67889.0,39399.0,56923.0,37119.0,68746.0,17933.0,61743.0,45405.0,29019.0,31592.0,40794.0,45623.0,30387.0,31917.0,66190.0,28245.0,27302.0,43458.0,31229.0
hsa-miR-23a-5p,58.0,25.0,71.0,83.0,152.0,49.0,79.0,45.0,79.0,81.0,65.0,68.0,96.0,92.0,50.0,125.0,62.0,70.0,54.0,77.0,104.0,94.0
hsa-miR-23b-5p,118.0,51.0,163.0,146.0,220.0,103.0,119.0,142.0,126.0,134.0,208.0,150.0,159.0,226.0,203.0,166.0,116.0,143.0,137.0,138.0,169.0,173.0
hsa-miR-23c,17.0,0.0,0.0,0.0,19.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-1-5p,5.0,16.0,4.0,0.0,0.0,5.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-24-2-5p,16.0,197.0,14.0,13.0,14.0,12.0,11.0,42.0,9.0,44.0,25.0,5.0,7.0,5.0,10.0,6.0,10.0,8.0,22.0,7.0,5.0,5.0
hsa-miR-24-3p,30457.0,37705.0,20187.0,31216.0,25124.0,28332.0,39727.0,51982.0,11091.0,36787.0,39372.0,27813.0,26995.0,25664.0,43432.0,28477.0,29690.0,29793.0,27194.0,28689.0,21300.0,19943.0
hsa-miR-2467-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,52477.0,48780.0,102972.0,102725.0,35502.0,66282.0,85426.0,60191.0,88498.0,72270.0,68911.0,76246.0,81573.0,92043.0,85714.0,73084.0,62784.0,131369.0,64239.0,77774.0,70146.0,86440.0
hsa-miR-25-5p,213.0,90.0,416.0,295.0,480.0,192.0,330.0,153.0,462.0,280.0,249.0,291.0,321.0,404.0,203.0,316.0,204.0,301.0,258.0,337.0,547.0,453.0
hsa-miR-2681-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2681-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-26a-1-3p,397.0,423.0,367.0,521.0,416.0,439.0,488.0,624.0,169.0,456.0,569.0,511.0,496.0,440.0,634.0,493.0,437.0,467.0,526.0,604.0,452.0,399.0
hsa-miR-26a-2-3p,51.0,68.0,23.0,61.0,42.0,41.0,14.0,41.0,43.0,15.0,56.0,27.0,24.0,18.0,31.0,20.0,28.0,55.0,31.0,30.0,5.0,30.0
hsa-miR-26a-5p,356185.0,551841.0,197551.0,332512.0,208548.0,450795.0,423340.0,511070.0,151837.0,395733.0,444395.0,287033.0,312232.0,271915.0,512905.0,278225.0,289027.0,311957.0,323402.0,381722.0,206470.0,187284.0
hsa-miR-26b-3p,411.0,407.0,190.0,255.0,249.0,464.0,232.0,453.0,149.0,383.0,481.0,318.0,304.0,387.0,449.0,231.0,318.0,313.0,351.0,245.0,192.0,244.0
hsa-miR-26b-5p,273315.0,407356.0,183124.0,196433.0,173067.0,340181.0,407840.0,573748.0,148288.0,367996.0,444246.0,256231.0,293244.0,256105.0,492139.0,298329.0,301704.0,245319.0,329875.0,336157.0,198749.0,134998.0
hsa-miR-27a-3p/27b-3p,36594.0,79120.0,14199.0,30822.0,15460.0,38745.0,27601.0,49041.0,9125.0,29646.0,44086.0,25914.0,27245.0,27045.0,167876.0,22184.0,28929.0,42449.0,27376.0,23931.0,14257.0,18690.0
hsa-miR-27a-5p,37.0,11.0,16.0,12.0,22.0,61.0,48.0,18.0,0.0,19.0,28.0,22.0,29.0,39.0,45.0,43.0,27.0,17.0,52.0,38.0,63.0,23.0
hsa-miR-27b-5p,51.0,94.0,48.0,50.0,52.0,22.0,53.0,103.0,47.0,77.0,71.0,54.0,58.0,57.0,57.0,25.0,27.0,22.0,27.0,39.0,75.0,57.0
hsa-miR-28-3p,11852.0,7828.0,15704.0,22224.0,12855.0,17244.0,19741.0,14549.0,4734.0,11987.0,17919.0,17869.0,17574.0,15423.0,19853.0,23323.0,16558.0,22678.0,14344.0,20545.0,14392.0,11203.0
hsa-miR-28-5p,1092.0,1945.0,330.0,657.0,612.0,923.0,709.0,1892.0,296.0,1280.0,1069.0,669.0,680.0,467.0,746.0,591.0,672.0,481.0,537.0,572.0,574.0,460.0
hsa-miR-2861-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2861-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-296-3p,11.0,0.0,38.0,21.0,46.0,8.0,29.0,6.0,0.0,0.0,109.0,18.0,15.0,81.0,14.0,34.0,57.0,29.0,51.0,37.0,38.0,0.0
hsa-miR-296-5p,21.0,64.0,101.0,66.0,35.0,31.0,24.0,20.0,65.0,40.0,93.0,19.0,34.0,64.0,17.0,13.0,39.0,50.0,18.0,4.0,100.0,50.0
hsa-miR-297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-298-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-298-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-299-3p,18.0,19.0,12.0,4.0,7.0,11.0,23.0,28.0,0.0,18.0,23.0,25.0,11.0,8.0,30.0,23.0,57.0,5.0,13.0,33.0,16.0,0.0
hsa-miR-299-5p,70.0,90.0,10.0,103.0,118.0,95.0,60.0,33.0,4.0,107.0,59.0,72.0,12.0,75.0,64.0,65.0,133.0,71.0,34.0,33.0,62.0,43.0
hsa-miR-29a-3p,11751.0,35149.0,5694.0,19553.0,5188.0,32366.0,10774.0,9798.0,3212.0,7141.0,9971.0,6707.0,11010.0,12624.0,15937.0,7601.0,14254.0,24996.0,7533.0,10741.0,4404.0,8085.0
hsa-miR-29a-5p,30.0,41.0,7.0,0.0,19.0,32.0,34.0,28.0,7.0,23.0,38.0,27.0,27.0,8.0,47.0,12.0,22.0,14.0,11.0,11.0,38.0,32.0
hsa-miR-29b-1-5p,4.0,4.0,21.0,24.0,13.0,8.0,8.0,0.0,6.0,19.0,13.0,7.0,5.0,16.0,11.0,21.0,9.0,15.0,6.0,9.0,22.0,7.0
hsa-miR-29b-2-5p,27.0,60.0,38.0,27.0,34.0,26.0,47.0,47.0,58.0,64.0,54.0,24.0,29.0,32.0,57.0,44.0,26.0,37.0,60.0,46.0,93.0,177.0
hsa-miR-29b-3p,2266.0,5929.0,1399.0,2032.0,929.0,4110.0,1149.0,2359.0,1929.0,2156.0,2872.0,1480.0,1569.0,1569.0,2134.0,1021.0,1769.0,2888.0,1608.0,927.0,1215.0,1227.0
hsa-miR-29c-3p,8015.0,17304.0,4547.0,8730.0,4081.0,13147.0,5823.0,8734.0,5711.0,7041.0,10147.0,4148.0,6673.0,6485.0,8316.0,4849.0,8575.0,13045.0,8268.0,5443.0,3632.0,6269.0
hsa-miR-29c-5p,576.0,1034.0,386.0,667.0,203.0,756.0,674.0,1308.0,177.0,807.0,582.0,418.0,629.0,365.0,752.0,501.0,479.0,385.0,543.0,367.0,561.0,390.0
hsa-miR-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-301a-3p,575.0,1018.0,450.0,694.0,517.0,832.0,474.0,651.0,446.0,816.0,964.0,695.0,463.0,418.0,732.0,511.0,578.0,370.0,677.0,364.0,346.0,460.0
hsa-miR-301a-5p,121.0,335.0,11.0,72.0,82.0,53.0,56.0,132.0,48.0,102.0,100.0,43.0,51.0,47.0,89.0,51.0,63.0,84.0,81.0,50.0,64.0,43.0
hsa-miR-301b-3p,61.0,169.0,17.0,44.0,47.0,50.0,52.0,59.0,29.0,74.0,63.0,43.0,19.0,34.0,77.0,41.0,39.0,52.0,47.0,30.0,26.0,28.0
hsa-miR-301b-5p,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,0.0,6.0,0.0,0.0,10.0,5.0,7.0,2.0,0.0,0.0
hsa-miR-302a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302a-5p,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302c-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302d-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-302f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3059-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3064-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
hsa-miR-3064-5p,78.0,95.0,114.0,116.0,176.0,69.0,112.0,104.0,97.0,128.0,138.0,73.0,96.0,127.0,95.0,129.0,72.0,109.0,89.0,87.0,149.0,82.0
hsa-miR-3065-3p,76.0,74.0,18.0,68.0,35.0,127.0,65.0,72.0,0.0,59.0,84.0,26.0,53.0,44.0,91.0,42.0,79.0,59.0,65.0,106.0,41.0,52.0
hsa-miR-3065-5p,183.0,166.0,101.0,286.0,114.0,243.0,117.0,161.0,60.0,219.0,237.0,123.0,154.0,105.0,194.0,158.0,125.0,244.0,125.0,209.0,151.0,96.0
hsa-miR-3074-3p,19.0,27.0,0.0,51.0,40.0,61.0,50.0,0.0,0.0,0.0,33.0,27.0,45.0,35.0,58.0,64.0,18.0,58.0,49.0,25.0,0.0,22.0
hsa-miR-3074-5p,129.0,30.0,54.0,190.0,85.0,178.0,92.0,56.0,23.0,81.0,163.0,52.0,161.0,98.0,113.0,131.0,113.0,140.0,136.0,84.0,47.0,30.0
hsa-miR-3085-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3085-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-30a-3p,361.0,392.0,144.0,361.0,288.0,231.0,523.0,826.0,306.0,274.0,322.0,314.0,510.0,391.0,671.0,865.0,400.0,463.0,398.0,469.0,222.0,338.0
hsa-miR-30a-5p,2951.0,3343.0,1194.0,5261.0,1956.0,3450.0,3108.0,4610.0,1645.0,1985.0,2387.0,1819.0,2809.0,2445.0,5008.0,4000.0,3254.0,5153.0,2425.0,2325.0,1384.0,1960.0
hsa-miR-30b-3p,53.0,23.0,45.0,33.0,46.0,24.0,53.0,67.0,41.0,71.0,29.0,36.0,39.0,37.0,39.0,63.0,45.0,56.0,50.0,39.0,136.0,61.0
hsa-miR-30b-5p/30c-5p,8608.0,34652.0,5249.0,10743.0,5504.0,10997.0,4297.0,13912.0,3551.0,11946.0,6023.0,3680.0,3903.0,5110.0,5940.0,3316.0,4036.0,10367.0,3899.0,3266.0,9012.0,5855.0
hsa-miR-30c-1-3p,106.0,64.0,74.0,83.0,92.0,89.0,183.0,133.0,51.0,76.0,110.0,122.0,107.0,125.0,137.0,165.0,96.0,92.0,114.0,159.0,146.0,88.0
hsa-miR-30c-2-3p,21.0,11.0,15.0,28.0,30.0,11.0,46.0,54.0,14.0,14.0,17.0,13.0,23.0,15.0,63.0,94.0,32.0,48.0,16.0,30.0,16.0,25.0
hsa-miR-30d-3p,186.0,165.0,42.0,140.0,55.0,166.0,103.0,120.0,48.0,138.0,247.0,103.0,101.0,104.0,158.0,107.0,176.0,101.0,174.0,95.0,66.0,116.0
hsa-miR-30d-5p,164164.0,163966.0,114908.0,263835.0,89097.0,244310.0,137085.0,167238.0,56350.0,132718.0,174676.0,95396.0,148197.0,171887.0,192715.0,136569.0,155121.0,226983.0,158318.0,139288.0,115576.0,110680.0
hsa-miR-30e-3p,5907.0,11785.0,2933.0,6680.0,2999.0,7733.0,6050.0,7843.0,2347.0,6062.0,6334.0,4586.0,4732.0,4594.0,6798.0,4696.0,4751.0,6890.0,5042.0,5637.0,3753.0,3469.0
hsa-miR-30e-5p,38046.0,63225.0,26235.0,43638.0,23462.0,49855.0,26330.0,35845.0,26185.0,38631.0,54311.0,30410.0,29714.0,24755.0,40640.0,25051.0,32316.0,30680.0,30809.0,21086.0,14790.0,25246.0
hsa-miR-31-3p,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-31-5p,16.0,128.0,28.0,49.0,0.0,129.0,19.0,10.0,0.0,10.0,6.0,5.0,25.0,0.0,7.0,16.0,0.0,50.0,20.0,12.0,13.0,30.0
hsa-miR-3115,70.0,43.0,92.0,48.0,45.0,46.0,80.0,91.0,39.0,78.0,101.0,42.0,71.0,109.0,68.0,114.0,98.0,95.0,111.0,85.0,100.0,69.0
hsa-miR-3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3117-3p,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-3117-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3120-3p,136.0,175.0,86.0,194.0,92.0,198.0,153.0,231.0,32.0,131.0,229.0,148.0,148.0,195.0,233.0,173.0,154.0,177.0,105.0,157.0,126.0,73.0
hsa-miR-3120-5p,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0
hsa-miR-3121-3p,4.0,8.0,6.0,21.0,10.0,8.0,15.0,5.0,7.0,5.0,8.0,11.0,24.0,4.0,4.0,3.0,16.0,4.0,22.0,32.0,0.0,0.0
hsa-miR-3121-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
hsa-miR-3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3124-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-3124-5p,26.0,19.0,24.0,20.0,64.0,23.0,60.0,42.0,10.0,24.0,58.0,62.0,64.0,39.0,48.0,47.0,58.0,37.0,27.0,76.0,42.0,41.0
hsa-miR-3125-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3125-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3126-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3127-3p,0.0,5.0,8.0,6.0,0.0,0.0,14.0,9.0,0.0,5.0,9.0,0.0,0.0,0.0,11.0,13.0,11.0,9.0,12.0,0.0,0.0,8.0
hsa-miR-3127-5p,30.0,6.0,111.0,36.0,196.0,31.0,37.0,23.0,35.0,45.0,28.0,19.0,85.0,102.0,39.0,57.0,24.0,92.0,77.0,60.0,54.0,65.0
hsa-miR-3128,7.0,10.0,3.0,9.0,4.0,5.0,0.0,5.0,0.0,3.0,3.0,0.0,5.0,10.0,13.0,4.0,6.0,6.0,0.0,4.0,4.0,0.0
hsa-miR-3129-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3129-5p,0.0,0.0,22.0,0.0,0.0,0.0,9.0,0.0,29.0,0.0,9.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3130-3p,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,6.0,14.0,0.0,0.0
hsa-miR-3130-5p,0.0,0.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0
hsa-miR-3131,4.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
hsa-miR-3132,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
hsa-miR-3133,0.0,14.0,0.0,8.0,0.0,3.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
hsa-miR-3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3135a,0.0,3.0,13.0,12.0,0.0,13.0,5.0,8.0,27.0,9.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,8.0,0.0
hsa-miR-3135b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-3136-5p,15.0,0.0,0.0,0.0,11.0,9.0,15.0,19.0,0.0,0.0,0.0,9.0,22.0,13.0,8.0,23.0,26.0,8.0,16.0,24.0,0.0,0.0
hsa-miR-3137,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
