id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-miR-101-2-5p,0.21827855098857063,-0.49154377498286045,1.6255541194573107,-0.3023853645346251,0.7623583102783841,0.9907854049138748
hsa-miR-101-3p,14550.760212685153,0.05303652037977583,0.1884992899077562,0.28136191073043154,0.7784328293586241,0.9907854049138748
hsa-miR-101-5p,16.217927606117897,-0.13147671052231266,0.21689244967897722,-0.6061838976733007,0.5443926441766742,0.9907854049138748
hsa-miR-10226,0.0,,,,,
hsa-miR-10392-3p,0.0,,,,,
hsa-miR-10392-5p,0.0,,,,,
hsa-miR-10393-3p,0.0,,,,,
hsa-miR-10393-5p,0.0,,,,,
hsa-miR-10394-3p,0.0,,,,,
hsa-miR-10394-5p,0.0,,,,,
hsa-miR-10395-3p,3.5163391436542417,-0.865077268129352,0.46346140027961263,-1.866557317626536,0.061963432768409266,0.9907854049138748
hsa-miR-10395-5p,0.0,,,,,
hsa-miR-10396a-3p/10396b-3p,0.0,,,,,
hsa-miR-10396a-5p/10396b-5p,0.0,,,,,
hsa-miR-10397-3p,0.0,,,,,
hsa-miR-10397-5p,0.13524307493814788,-0.9354484528731325,3.0647359713131985,-0.3052297038404601,0.7601912107662039,0.9907854049138748
hsa-miR-10398-3p,0.09066305970281195,-0.07230923984618638,3.0647359713131985,-0.0235939541033947,0.9811764947369083,0.9907854049138748
hsa-miR-10398-5p,0.0,,,,,
hsa-miR-10399-3p,1.029817000533023,0.42925547189742413,0.8164952123303222,0.5257293189415103,0.5990762899160111,0.9907854049138748
hsa-miR-10399-5p,1.7847582576064938,-0.06311254926207403,0.5201343045793658,-0.12133894785715651,0.9034225719796931,0.9907854049138748
hsa-miR-103a-1-5p/103a-2-5p,0.22225113101924734,0.051006291263794676,1.6202850334388637,0.031479826210293285,0.9748868805227933,0.9907854049138748
hsa-miR-103a-3p/107,7452.726824939498,-0.054314713122480575,0.10493261549525458,-0.5176151653718846,0.6047267986222179,0.9907854049138748
hsa-miR-103b,0.0,,,,,
hsa-miR-10400-3p,0.0,,,,,
hsa-miR-10400-5p,0.0,,,,,
hsa-miR-10401-3p,0.49482265282235344,-0.20475840568917097,1.1974151832467872,-0.17100034186468996,0.8642234967856138,0.9907854049138748
hsa-miR-10401-5p,0.0,,,,,
hsa-miR-105-3p,0.0,,,,,
hsa-miR-105-5p,0.0,,,,,
hsa-miR-10522-5p,0.0,,,,,
hsa-miR-10523-5p,0.0,,,,,
hsa-miR-10524-5p,0.0,,,,,
hsa-miR-10525-3p,0.0,,,,,
hsa-miR-10526-3p,0.0,,,,,
hsa-miR-10527-5p,2.0125546867782127,-0.3036825833683609,0.4959035515470892,-0.6123823522153669,0.5402848151517576,0.9907854049138748
hsa-miR-106a-3p,2.546361820307569,-0.5152278725538089,0.4679616260613001,-1.1010045351161277,0.27089468336925293,0.9907854049138748
hsa-miR-106a-5p/17-5p,206.05700522942462,-0.009187061642880629,0.23129745449372235,-0.03971968330991717,0.9683166090467457,0.9907854049138748
hsa-miR-106b-3p,138.5013925483775,-0.5136792531011373,0.25822120171816737,-1.9892992894587591,0.04666817807063311,0.9907854049138748
hsa-miR-106b-5p,53.06166631755042,-0.00703700555413639,0.23414631877127604,-0.03005388080010958,0.9760240818894385,0.9907854049138748
hsa-miR-10a-3p,366.36425933858925,0.17238387181391937,0.12677386499172297,1.3597745231256795,0.1739012868970323,0.9907854049138748
hsa-miR-10a-5p,10722.114065289368,-0.1477604324911266,0.1291891860973325,-1.1437523290827325,0.2527263648460652,0.9907854049138748
hsa-miR-10b-3p,128.34424949239266,0.05300080844250995,0.16228447548004007,0.3265919816774384,0.7439765089683323,0.9907854049138748
hsa-miR-10b-5p,4861.567638060642,-0.2787115625761665,0.17235241224946524,-1.617102766004549,0.1058560999184861,0.9907854049138748
hsa-miR-11181-3p,0.0,,,,,
hsa-miR-11181-5p,0.0,,,,,
hsa-miR-11399,0.0,,,,,
hsa-miR-11400,0.045871580370223944,0.24828486743264713,3.0647359713131985,0.08101346078639864,0.9354312475336567,0.9907854049138748
hsa-miR-11401,0.0,,,,,
hsa-miR-1178-3p,0.0,,,,,
hsa-miR-1178-5p,0.0,,,,,
hsa-miR-1179-3p,0.0,,,,,
hsa-miR-1179-5p,53.77144929965624,-0.21786779215680122,0.26227011784460097,-0.8307000200682076,0.4061431150234006,0.9907854049138748
hsa-miR-1180-3p,14.332474800206246,-0.4385234715968813,0.3393517375122917,-1.2922387691649804,0.19627446939389948,0.9907854049138748
hsa-miR-1180-5p,0.0,,,,,
hsa-miR-1181-3p,0.0,,,,,
hsa-miR-1181-5p,0.0,,,,,
hsa-miR-1182,0.0,,,,,
hsa-miR-1183,0.0,,,,,
hsa-miR-1184,0.0,,,,,
hsa-miR-1185-1-3p/1185-2-3p,5.263032922689405,0.6000400119469492,0.356792888510572,1.6817600105534884,0.09261538602374106,0.9907854049138748
hsa-miR-1185-5p,6.575903645631108,-0.24606025139617282,0.30001974245403656,-0.8201468656145839,0.41213238813322545,0.9907854049138748
hsa-miR-1193-3p,0.0,,,,,
hsa-miR-1193-5p,0.0,,,,,
hsa-miR-1197,0.0,,,,,
hsa-miR-1199-3p,0.0,,,,,
hsa-miR-1199-5p,0.0,,,,,
hsa-miR-1200,0.0,,,,,
hsa-miR-1202,0.0,,,,,
hsa-miR-1203,0.0,,,,,
hsa-miR-1204,0.0,,,,,
hsa-miR-1205,0.0,,,,,
hsa-miR-1206,0.0,,,,,
hsa-miR-1207-3p,0.0,,,,,
hsa-miR-1207-5p,0.0,,,,,
hsa-miR-1208,0.0,,,,,
hsa-miR-12113,0.0,,,,,
hsa-miR-12114,0.0,,,,,
hsa-miR-12115,0.0,,,,,
hsa-miR-12116,0.0,,,,,
hsa-miR-12117,0.0,,,,,
hsa-miR-12118,0.0,,,,,
hsa-miR-12119,0.0,,,,,
hsa-miR-12120,0.0,,,,,
hsa-miR-12121,0.0,,,,,
hsa-miR-12122,0.0,,,,,
hsa-miR-12123,0.0,,,,,
hsa-miR-12124,0.0,,,,,
hsa-miR-12125,0.0,,,,,
hsa-miR-12126,0.0,,,,,
hsa-miR-12127,0.0,,,,,
hsa-miR-12128,0.0,,,,,
hsa-miR-12129,0.0,,,,,
hsa-miR-12130,0.0,,,,,
hsa-miR-12131,0.0,,,,,
hsa-miR-12132,0.0,,,,,
hsa-miR-12133,0.0,,,,,
hsa-miR-12135,0.0,,,,,
hsa-miR-12136,26.350333394185547,-0.27040776809433004,0.3076099123682698,-0.8790606453884313,0.37936839450458604,0.9907854049138748
hsa-miR-122-3p,0.0,,,,,
hsa-miR-122-5p,43.7071065410474,1.647924014291761,0.9639605302732182,1.7095347397934282,0.08735194238959323,0.9907854049138748
hsa-miR-1224-3p,0.0,,,,,
hsa-miR-1224-5p,0.0986827014781517,-0.07230923984618644,3.0647359713131985,-0.023593954103394717,0.9811764947369083,0.9907854049138748
hsa-miR-1225-3p,0.0,,,,,
hsa-miR-1225-5p,0.0,,,,,
hsa-miR-1226-3p,2.931237517694504,1.0040706306645562,0.5215552546219809,1.9251471857805333,0.054210947210699065,0.9907854049138748
hsa-miR-1226-5p,0.0,,,,,
hsa-miR-1227-3p,0.0,,,,,
hsa-miR-1227-5p,0.0,,,,,
hsa-miR-1228-3p,1.2524267875513482,1.0803253971045947,0.7153671954412589,1.5101690488312358,0.13100029418567438,0.9907854049138748
hsa-miR-1228-5p,0.0849752859648897,-0.07230923984618638,3.0647359713131985,-0.0235939541033947,0.9811764947369083,0.9907854049138748
hsa-miR-1229-3p,0.0,,,,,
hsa-miR-1229-5p,0.0,,,,,
hsa-miR-122b-3p,0.0,,,,,
hsa-miR-122b-5p,0.0,,,,,
hsa-miR-1231-3p,0.0,,,,,
hsa-miR-1231-5p,0.0,,,,,
hsa-miR-1233-3p,0.0,,,,,
hsa-miR-1233-5p,0.0,,,,,
hsa-miR-1234-3p,0.0,,,,,
hsa-miR-1236-3p,0.0,,,,,
hsa-miR-1236-5p,0.09145361509365327,0.47023586590192656,3.0647359713131985,0.1534343807438775,0.8780557339591841,0.9907854049138748
hsa-miR-1237-3p,0.0,,,,,
hsa-miR-1237-5p,0.0,,,,,
hsa-miR-1238-3p,0.0,,,,,
hsa-miR-1238-5p,0.0,,,,,
hsa-miR-124-3p,0.0,,,,,
hsa-miR-124-5p,0.0,,,,,
hsa-miR-1243,0.0,,,,,
hsa-miR-1244,0.0,,,,,
hsa-miR-1245a,0.0,,,,,
hsa-miR-1245b-3p,0.0,,,,,
hsa-miR-1245b-5p,0.0,,,,,
hsa-miR-1246,0.847412468615882,-0.17439729690790529,0.9166535673485958,-0.19025431539239668,0.8491098507685785,0.9907854049138748
hsa-miR-1247-3p,0.3212699821096842,0.4949123544631177,1.396460710067049,0.35440478267330217,0.7230355508192887,0.9907854049138748
hsa-miR-1247-5p,6.896505047215587,0.15420212671231792,0.3977627611569181,0.3876736129440858,0.6982575853963036,0.9907854049138748
hsa-miR-1248,1.9982678747463891,0.4584289454015157,0.530472457760474,0.8641899097587299,0.3874835742555605,0.9907854049138748
hsa-miR-1249-3p,0.30010748097085865,-0.04763791613106886,1.2702290912109744,-0.037503405063454495,0.9700836252104069,0.9907854049138748
hsa-miR-1249-5p,0.0,,,,,
hsa-miR-1250-3p,0.0,,,,,
hsa-miR-1250-5p,0.05028080808507192,0.24828486743264722,3.0647359713131985,0.08101346078639866,0.9354312475336567,0.9907854049138748
hsa-miR-1251-3p,0.0,,,,,
hsa-miR-1251-5p,0.0,,,,,
hsa-miR-1252-3p,0.0,,,,,
hsa-miR-1252-5p,0.0,,,,,
hsa-miR-1253,0.0,,,,,
hsa-miR-1255a,2.0105524361436755,-0.10768462273253313,0.5241555027524344,-0.20544403744129727,0.8372252170695029,0.9907854049138748
hsa-miR-1255b-2-3p,0.0,,,,,
hsa-miR-1255b-5p,1.9847766467126755,-0.44841682737705096,0.5510072604542686,-0.8138129196471228,0.4157521326088809,0.9907854049138748
hsa-miR-1256-3p,0.32748040413337043,0.4949129414356492,1.2557726823584776,0.39411029431389516,0.6934996110642051,0.9907854049138748
hsa-miR-1256-5p,0.0,,,,,
hsa-miR-1257,0.0,,,,,
hsa-miR-1258,0.09145361509365327,0.47023586590192656,3.0647359713131985,0.1534343807438775,0.8780557339591841,0.9907854049138748
hsa-miR-125a-3p,18.63672801849105,-0.0060140231284230615,0.17882727290543945,-0.03363034637117777,0.9731719230446697,0.9907854049138748
hsa-miR-125a-5p,13831.216596745722,0.3334228972316557,0.27002563071602415,1.2347824032389876,0.21691149806350887,0.9907854049138748
hsa-miR-125b-1-3p,53.771794683537905,-0.266817600648768,0.3128161570925783,-0.8529533868348208,0.3936851541116503,0.9907854049138748
hsa-miR-125b-2-3p,92.6806732559976,-0.24255800890020168,0.24586394978575896,-0.9865537794848004,0.32386143849304716,0.9907854049138748
hsa-miR-125b-5p,34839.80421399509,0.15043678652288064,0.194141051460631,0.7748839588075841,0.4384082317279014,0.9907854049138748
hsa-miR-126-3p,102511.33624289423,0.2012778182930399,0.13004287434612571,1.547780447833791,0.1216751654736102,0.9907854049138748
hsa-miR-126-5p,22854.94914129107,0.0065788234634820844,0.20092787862464995,0.03274221331810244,0.9738801605636741,0.9907854049138748
hsa-miR-1260a/1260b,16.885959053378503,0.16554195758382348,0.25077396873978086,0.6601241684522704,0.5091741502840104,0.9907854049138748
hsa-miR-1261,0.0,,,,,
hsa-miR-1262,3.238357556694025,-0.09590286625238481,0.3912280332826726,-0.2451329099494577,0.8063535216810285,0.9907854049138748
hsa-miR-1263-3p,0.0,,,,,
hsa-miR-1263-5p,0.0,,,,,
hsa-miR-1264,0.0,,,,,
hsa-miR-1265-3p,0.0,,,,,
hsa-miR-1265-5p,0.0,,,,,
hsa-miR-1266-3p,0.0,,,,,
hsa-miR-1266-5p,0.637521581504279,0.3632090873017146,1.0514626443075694,0.34543223125240213,0.7297694496559288,0.9907854049138748
hsa-miR-1267,0.0,,,,,
hsa-miR-1268a/1268b,0.7474461470693271,0.03469702180375567,0.8517814411192544,0.040734653431945204,0.9675074350691577,0.9907854049138748
hsa-miR-1269a-3p,0.0,,,,,
hsa-miR-1269a-5p,0.0,,,,,
hsa-miR-1269b,0.0,,,,,
hsa-miR-127-3p,370.12641651355295,-0.06456306752202277,0.1993571778328349,-0.3238562474844033,0.7460468696811905,0.9907854049138748
hsa-miR-127-5p,33.49428666169775,-0.11314837571095042,0.27645725169676666,-0.4092798254214641,0.6823343191600174,0.9907854049138748
hsa-miR-1270-3p,0.04795087663916564,0.24828486743264713,3.0647359713131985,0.08101346078639864,0.9354312475336567,0.9907854049138748
hsa-miR-1270-5p,4.9125960383023815,-0.1809275024212957,0.32373855509087407,-0.558869184952373,0.576251001226065,0.9907854049138748
hsa-miR-1271-3p,0.0,,,,,
hsa-miR-1271-5p,25.554772717189838,-0.1178960084963586,0.19599405403501863,-0.6015284957333139,0.5474880380936782,0.9907854049138748
hsa-miR-1272,0.0,,,,,
hsa-miR-1273c,0.9995782034725792,0.02905936346832059,0.7035888561885185,0.04130162553418053,0.9670554371888616,0.9907854049138748
hsa-miR-1273h-3p,0.0,,,,,
hsa-miR-1273h-5p,0.0,,,,,
hsa-miR-1275,4.879533097963617,-0.6126532847219444,0.7857195551689486,-0.7797353148353411,0.4355466876037159,0.9907854049138748
hsa-miR-1276,0.0,,,,,
hsa-miR-1277-3p,11.372166130571678,0.26039510128478754,0.27530434510983576,0.9458445023121593,0.3442279034314067,0.9907854049138748
hsa-miR-1277-5p,113.99434203090985,0.09612158074175076,0.24061490483573655,0.3994830694606023,0.6895372962928914,0.9907854049138748
hsa-miR-1278,0.6737839720535118,0.49733046996986496,0.8930828330537871,0.5568693648150245,0.5776166870175835,0.9907854049138748
hsa-miR-1279,0.0,,,,,
hsa-miR-128-1-5p,0.3524427041903577,-0.8800774798253149,1.1537278504581405,-0.7628120266628216,0.4455755075925298,0.9907854049138748
hsa-miR-128-2-5p,0.0,,,,,
hsa-miR-128-3p,684.6386499396012,0.550682179818936,0.19971405637672843,2.7573531368275983,0.0058271382806617126,0.5407584324454069
hsa-miR-1281,0.0,,,,,
hsa-miR-1282,0.0,,,,,
hsa-miR-1283,0.7033445180686869,0.2402576327655261,0.9391804522616577,0.25581626213254044,0.7980927162704714,0.9907854049138748
hsa-miR-1284-3p,0.08891777776903825,-0.07230923984618655,3.0647359713131985,-0.023593954103394755,0.9811764947369083,0.9907854049138748
hsa-miR-1284-5p,0.09094033434397276,0.4702358659019264,3.0647359713131985,0.15343438074387747,0.8780557339591841,0.9907854049138748
hsa-miR-1285-3p,0.7543968601479125,-0.31894798550294484,0.8171090085844189,-0.3903371302385941,0.6962872705559253,0.9907854049138748
hsa-miR-1285-5p,0.09321604062624587,-0.6148543455942992,3.0647359713131985,-0.20062228895066686,0.8409939283422969,0.9907854049138748
hsa-miR-1286-3p,0.0,,,,,
hsa-miR-1286-5p,0.0,,,,,
hsa-miR-1287-3p,0.09580541835368793,-0.0723092398461861,3.0647359713131985,-0.02359395410339461,0.9811764947369084,0.9907854049138748
hsa-miR-1287-5p,47.31997249629695,0.16282772015366043,0.15886590839753445,1.024938086440876,0.30539240222233527,0.9907854049138748
hsa-miR-1288-3p,0.0,,,,,
hsa-miR-1288-5p,0.0,,,,,
hsa-miR-1289-3p,0.0,,,,,
hsa-miR-1289-5p,0.0,,,,,
hsa-miR-129-1-3p/129-2-3p,0.0,,,,,
hsa-miR-129-5p,1.2686606421105602,0.8368268632927444,0.6919864069534426,1.209311129357266,0.2265433367193115,0.9907854049138748
hsa-miR-1290,0.0,,,,,
hsa-miR-1291,1.5119429591176805,-0.0532969797155256,0.6006971723010682,-0.088725204933732,0.9293003008885827,0.9907854049138748
hsa-miR-1292-3p,0.0,,,,,
hsa-miR-1292-5p,0.7305116620809491,-0.5013667842961349,0.8337929517852778,-0.6013084941802784,0.5476345330717667,0.9907854049138748
hsa-miR-1293-3p,0.0,,,,,
hsa-miR-1293-5p,0.0,,,,,
hsa-miR-1294-3p,0.0,,,,,
hsa-miR-1294-5p,2.285599065612013,0.17714226156933988,0.5221427426437669,0.3392602196717605,0.7344137075169235,0.9907854049138748
hsa-miR-1295a,0.5840364862139426,-0.6983911098937027,0.9649200067203726,-0.723781354961678,0.46919997777504613,0.9907854049138748
hsa-miR-1295b-3p,0.0,,,,,
hsa-miR-1295b-5p,0.0,,,,,
hsa-miR-1296-3p,0.0,,,,,
hsa-miR-1296-5p,10.760631361646464,0.0158372519289704,0.2381735168397615,0.06649459662480188,0.9469840594594332,0.9907854049138748
hsa-miR-1297,0.0,,,,,
hsa-miR-1298-3p,0.0,,,,,
hsa-miR-1298-5p,0.0,,,,,
hsa-miR-1299,19.18681094897905,-0.41777418652925247,0.6339416469358421,-0.6590104760407596,0.5098890414834374,0.9907854049138748
hsa-miR-1301-3p,14.93897683303246,-0.06783775008115916,0.22150722114258475,-0.30625525313006313,0.759410306146609,0.9907854049138748
hsa-miR-1301-5p,0.0,,,,,
hsa-miR-1302-3p,0.09284164443554725,0.47023586590192606,3.0647359713131985,0.15343438074387736,0.8780557339591841,0.9907854049138748
hsa-miR-1302-5p,0.0,,,,,
hsa-miR-1303-3p,1.5887377406901244,-0.09376171071924021,0.5966469316756245,-0.15714772965633061,0.8751284220287857,0.9907854049138748
hsa-miR-1303-5p,0.952797253092733,1.1598378486474719,0.8422086283849576,1.377138406752741,0.16846946035342525,0.9907854049138748
hsa-miR-1304-3p,0.410470983854294,-0.1520994091116873,1.8600727834769737,-0.08177067610621816,0.9348290750388148,0.9907854049138748
hsa-miR-1304-5p,0.0,,,,,
hsa-miR-1305-3p,0.12403278238687711,0.692186864371206,3.0647359713131985,0.2258553007013564,0.821313964387085,0.9907854049138748
hsa-miR-1305-5p,0.0,,,,,
hsa-miR-1306-3p,1.784382510943615,-0.6717249448785545,0.6162825593463493,-1.0899626067481274,0.2757296161845429,0.9907854049138748
hsa-miR-1306-5p,3.9509699329602537,-0.0004884146863888297,0.3740179519738341,-0.0013058589402227376,0.9989580756091365,0.9989580756091365
hsa-miR-1307-3p,86.44875638883111,-0.16642917838970095,0.2242196584949149,-0.7422595302609267,0.4579301065419802,0.9907854049138748
hsa-miR-1307-5p,142.6942790389037,0.19421528201513064,0.2590172273894554,0.7498160796969335,0.45336548296889545,0.9907854049138748
hsa-miR-130a-3p,1311.3250202946022,0.21342533086953203,0.1407288448737342,1.5165713259497235,0.1293749494865653,0.9907854049138748
hsa-miR-130a-5p,5.836186204809758,-0.055452926122450716,0.3320772273315661,-0.16698804241425186,0.8673794575892052,0.9907854049138748
hsa-miR-130b-3p,27.798054279113575,0.12418099549364975,0.14816505193377497,0.8381260889319209,0.40195989200829046,0.9907854049138748
hsa-miR-130b-5p,1.9704658030960278,0.23650217664004386,0.6001072272486345,0.3940998639932344,0.6935073114178312,0.9907854049138748
hsa-miR-132-3p,220.51728147189937,-0.5137043012373607,0.2147528599889862,-2.392071990397271,0.01675355587674977,0.9907854049138748
hsa-miR-132-5p,24.07858952822111,-0.26563338196164354,0.2877365599408159,-0.9231825876290496,0.3559120613663157,0.9907854049138748
hsa-miR-1321,0.0,,,,,
hsa-miR-1322,0.0,,,,,
hsa-miR-1323,0.9233405399070405,0.18802834763924364,0.8181717236172078,0.2298152603074011,0.8182353260678483,0.9907854049138748
hsa-miR-1324,0.0,,,,,
hsa-miR-133a-3p/133b,81.53583047060853,-0.47534052870200016,0.356580916505532,-1.3330509477632848,0.18251508504745848,0.9907854049138748
hsa-miR-133a-5p,1.557052367223831,-0.5049780459545529,0.5785810721878261,-0.8727870133135305,0.3827791794478828,0.9907854049138748
hsa-miR-134-3p,0.0,,,,,
hsa-miR-134-5p,107.17154510814613,-0.11010739745147022,0.18011745461483092,-0.6113088689096096,0.5409951206507078,0.9907854049138748
hsa-miR-1343-3p,0.3206403770540684,-0.5907323271471916,1.2587508365764908,-0.46930044452152736,0.6388548975645029,0.9907854049138748
hsa-miR-1343-5p,0.0,,,,,
hsa-miR-135a-2-3p,0.0,,,,,
hsa-miR-135a-3p,0.0,,,,,
hsa-miR-135a-5p,10.760414560323087,-0.9897415178257216,0.6634341068235897,-1.4918459989409296,0.13573952196210612,0.9907854049138748
hsa-miR-135b-3p,0.35526833743513797,0.7186367880866604,1.4295091250352272,0.5027157752973078,0.6151641168953658,0.9907854049138748
hsa-miR-135b-5p,62.92171922578271,0.4984236913488638,0.4560129544156736,1.093003359932032,0.274392324534209,0.9907854049138748
hsa-miR-136-3p,157.5673464746972,-0.36964364869144245,0.2825089232424891,-1.3084317636726894,0.19072690488792915,0.9907854049138748
hsa-miR-136-5p,83.39238207396136,-0.18215631772504018,0.2147669951066886,-0.8481578728358676,0.39635005492855174,0.9907854049138748
hsa-miR-137-3p,1.031539596939938,-0.12025412743791478,0.7083793574008383,-0.16975950270367443,0.8651992767342912,0.9907854049138748
hsa-miR-137-5p,0.0,,,,,
hsa-miR-138-1-3p,0.0,,,,,
hsa-miR-138-2-3p,0.0,,,,,
hsa-miR-138-5p,1.5788333210509347,-0.7478024199729894,0.586060147745238,-1.2759823762970848,0.20196174909692607,0.9907854049138748
hsa-miR-139-3p,96.4585232556982,-0.16288594655563302,0.2393279595058727,-0.6805972310629091,0.49612637946992516,0.9907854049138748
hsa-miR-139-5p,345.454766307327,0.03809502915010257,0.16103729421747182,0.23656029080231178,0.8129979291881145,0.9907854049138748
hsa-miR-140-3p,4343.094715028217,-0.22969386912402376,0.195906624847384,-1.1724660628652086,0.24100998967614637,0.9907854049138748
hsa-miR-140-5p,839.4006890950585,0.1718022264074102,0.1449599584109792,1.1851702241823903,0.23595015018239993,0.9907854049138748
hsa-miR-141-3p,15.893381195423986,0.42647064764945886,0.3288698243758708,1.2967764630239789,0.19470811141565425,0.9907854049138748
hsa-miR-141-5p,0.0,,,,,
hsa-miR-142-3p,5506.8059614448275,0.05976906402042003,0.28328003007810354,0.21098933095969036,0.832895596624457,0.9907854049138748
hsa-miR-142-5p,2136.635255423472,-0.20736269243234481,0.20133983302953865,-1.0299138988653207,0.30305042561171236,0.9907854049138748
hsa-miR-143-3p,108462.5381291166,0.017157454672378177,0.14194630002053282,0.12087285593140727,0.9037917423327569,0.9907854049138748
hsa-miR-143-5p,1263.5263690672205,0.07291223155685539,0.23694698021796343,0.3077153863272901,0.7582989108652675,0.9907854049138748
hsa-miR-144-3p,826.4651024046584,0.0694449335004471,0.35195799183393334,0.1973102901814878,0.843584727235438,0.9907854049138748
hsa-miR-144-5p,528.371087834295,-0.23065982368109386,0.32488957199259605,-0.7099637648152967,0.47772660665239614,0.9907854049138748
hsa-miR-145-3p,573.291202002001,-0.09391274355889101,0.14693740483168338,-0.6391343556561921,0.5227355318573886,0.9907854049138748
hsa-miR-145-5p,7398.188699431364,-0.034571623026430305,0.20098909496794906,-0.17200745658336988,0.8634316668665677,0.9907854049138748
hsa-miR-1468-3p,0.0,,,,,
hsa-miR-1468-5p,8.065781799834166,-0.011754559007193171,0.2754712044823419,-0.042670735873399264,0.9659640077038553,0.9907854049138748
hsa-miR-1469,0.0,,,,,
hsa-miR-146a-3p,3.7573388391252296,0.7382212217223035,0.6127294751980144,1.2048077522037508,0.22827752660659342,0.9907854049138748
hsa-miR-146a-5p,2459.0228807286676,0.01241009795289716,0.14182784334505016,0.08750113983405133,0.9302731794514789,0.9907854049138748
hsa-miR-146b-3p,46.51654829598028,0.07641103542689834,0.36346669761381634,0.2102284361360807,0.8334893866197435,0.9907854049138748
hsa-miR-146b-5p,2293.722063621166,-0.124711689477433,0.3509132969925465,-0.3553917464691625,0.7222961311997536,0.9907854049138748
hsa-miR-1470,0.0,,,,,
hsa-miR-1471,0.0,,,,,
hsa-miR-147a,0.0,,,,,
hsa-miR-147b-3p,1.1689107770107718,0.19126653021424536,0.6776546343684009,0.2822478007436824,0.7777535079079937,0.9907854049138748
hsa-miR-147b-5p,0.04813501564686325,-0.2942602383154659,3.0647359713131985,-0.0960148740608736,0.9235087593495328,0.9907854049138748
hsa-miR-148a-3p,20238.31017893928,0.154627667831518,0.18113753916411343,0.8536478332711748,0.3933001466519005,0.9907854049138748
hsa-miR-148a-5p,10.322671455267557,-0.40251374686183555,0.2979103019480545,-1.3511239598958895,0.17665572748001543,0.9907854049138748
hsa-miR-148b-3p,1775.1119408453872,0.3526744276251596,0.11712442216941618,3.011109221226543,0.002602952058906892,0.40258991844426595
hsa-miR-148b-5p,47.34389294204806,0.1346059936988331,0.138370817548872,0.9727917785214416,0.33065679962958705,0.9907854049138748
hsa-miR-149-3p,0.0,,,,,
hsa-miR-149-5p,38.7728579786547,0.4418198960557842,0.30087520084581726,1.4684490274164992,0.1419822924333742,0.9907854049138748
hsa-miR-150-3p,3.114331681263781,-0.5394351590705334,0.4158482719647147,-1.2971922584213726,0.19456504374461533,0.9907854049138748
hsa-miR-150-5p,1246.1081608488666,0.17605054813628346,0.16896500912628287,1.041934948819521,0.2974418395007267,0.9907854049138748
