id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
hsa-let-7a-2-3p,0.0,,,,,
hsa-let-7a-3p,153.2624458827451,-0.3858955426395906,0.2638210886690067,-1.462716815348071,0.14354488301911308,0.9914127571606552
hsa-let-7a-5p/7c-5p,469984.34792357485,-0.1154177182175326,0.2712791166240202,-0.42545743901656835,0.6705032415598331,0.9914127571606552
hsa-let-7b-3p,45.6658302526809,-0.2662685534022267,0.7437393009594586,-0.3580132891440963,0.7203333685302478,0.9914127571606552
hsa-let-7b-5p,275256.5788388725,-0.9548383861732104,0.7171721125172963,-1.331393635513375,0.18305952249838797,0.9914127571606552
hsa-let-7c-3p,0.5797828621029476,1.100952286355914,2.522850061653897,0.4363922783560772,0.6625521403566739,0.9914127571606552
hsa-let-7d-3p,2539.053948499142,-0.23057589583513938,0.21798865613539045,-1.057742636350449,0.29017279145578445,0.9914127571606552
hsa-let-7d-5p,51010.33541335183,-0.028354015162879893,0.248938115021528,-0.11389985483110072,0.9093171806469632,0.9914127571606552
hsa-let-7e-3p,14.910737276381896,-0.6732998276773939,0.646431980850378,-1.0415633007384186,0.2976141909007948,0.9914127571606552
hsa-let-7e-5p,16464.66049457974,0.3924172781194855,0.19852723711748727,1.976642015560088,0.04808210936602899,0.9914127571606552
hsa-let-7f-1-3p,27.993333018602318,-0.38235952658933653,1.4846689910546715,-0.2575385684574162,0.7967630457755827,0.9914127571606552
hsa-let-7f-2-3p,9.976998679382968,-0.4722234113404695,2.672695105004341,-0.17668435522491166,0.859756330256518,0.9914127571606552
hsa-let-7f-5p,743065.0060696147,0.1827349328847007,0.14835987325922723,1.231700518949692,0.21806097591257573,0.9914127571606552
hsa-let-7g-3p,15.176612894120849,-0.8058977980682352,0.7875119996767145,-1.0233466898270356,0.30614395551375634,0.9914127571606552
hsa-let-7g-5p,39990.82442474327,-0.04569974678675121,0.17337427584207024,-0.2635901235335508,0.7920957697363589,0.9914127571606552
hsa-let-7i-3p,35.83365164525636,-0.5444067418493299,0.3693287105213688,-1.4740439243968047,0.14046976507547634,0.9914127571606552
hsa-let-7i-5p,464207.0899423859,0.27501497209232023,0.16851657902523695,1.6319757597923592,0.10268459276586034,0.9914127571606552
hsa-miR-1-3p,9739.380423637833,0.30666538907531365,0.5145428378338568,0.5959958365494425,0.5511780080954506,0.9914127571606552
hsa-miR-1-5p,0.5349372042624221,2.324978864294785,3.040696871093247,0.7646204021181716,0.44449761668730253,0.9914127571606552
hsa-miR-100-3p,0.5353444834061513,0.458245809647943,3.054904697022569,0.15000330782644952,0.8807620055218333,0.9914127571606552
hsa-miR-100-5p,251.69576636375297,-0.6943360528823174,0.43405231203758243,-1.599659841973606,0.10967406516080012,0.9914127571606552
hsa-miR-101-2-5p,2.2727740007332393,-2.9570216672030663,1.5917605114201452,-1.857705129627104,0.06321089967057274,0.9914127571606552
hsa-miR-101-3p,23622.787112130995,-0.09747023659917518,0.22616461272777716,-0.4309703247717854,0.6664899479009588,0.9914127571606552
hsa-miR-101-5p,5.891841068226671,0.41384194992116524,0.9697165843770706,0.42676587839013835,0.6695498617130776,0.9914127571606552
hsa-miR-10226,0.0,,,,,
hsa-miR-10392-3p,0.0,,,,,
hsa-miR-10392-5p,0.40139401307633277,-2.443536020570495,3.0268120865670127,-0.8072969020491573,0.41949544842415154,0.9914127571606552
hsa-miR-10393-3p,0.08924132086815063,0.44157948054604934,3.0647359713131985,0.14408402050922461,0.885434122836947,0.9914127571606552
hsa-miR-10393-5p,0.0,,,,,
hsa-miR-10394-3p,0.0,,,,,
hsa-miR-10394-5p,0.0,,,,,
hsa-miR-10395-3p,0.8916011120014599,-2.9987690478695366,2.980878061061282,-1.0060019183749787,0.31441464725250806,0.9914127571606552
hsa-miR-10395-5p,0.0,,,,,
